tf,df,tdf,indegree,outdegree,Degree,weighted-indegree,weighted-outdegree,Weighted-Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,stopword
88,88,7744,16,45,61,88,88,176,7,0.405875,0.425646,0.000322,No
234,225,52650,38,55,93,234,234,468,7,0.408176,0.427924,0.00032,No
128,126,16128,43,44,87,128,128,256,7,0.396832,0.416609,0.00032,No
30,30,900,19,14,33,30,30,60,7,0.36568,0.38279,0.000318,No
452,440,198880,51,64,115,452,452,904,7,0.417239,0.436721,0.000316,No
129,122,15738,38,47,85,129,129,258,7,0.406359,0.426036,0.000315,No
13,13,169,11,10,21,13,13,26,8,0.318262,0.328427,0.000315,No
100,96,9600,42,36,78,100,100,200,7,0.397091,0.41673,0.000314,No
111,104,11544,34,53,87,111,111,222,7,0.414775,0.434274,0.000313,No
48,44,2112,22,24,46,48,48,96,8,0.352716,0.368266,0.000311,No
45,45,2025,23,32,55,45,45,90,7,0.348573,0.362456,0.000311,No
119,112,13328,30,44,74,119,119,238,7,0.395013,0.414743,0.00031,No
45,43,1935,25,30,55,45,45,90,7,0.348965,0.363441,0.000307,yes
96,96,9216,23,50,73,96,96,192,7,0.404739,0.424854,0.000307,No
107,97,10379,37,36,73,107,107,214,7,0.403171,0.422883,0.000307,No
137,131,17947,49,43,92,137,137,274,7,0.398092,0.417604,0.000306,No
64,63,4032,29,33,62,64,64,128,7,0.375895,0.394242,0.000305,No
65,63,4095,18,44,62,65,65,130,7,0.406339,0.426033,0.000304,No
65,63,4095,29,31,60,65,65,130,7,0.390628,0.4098,0.000304,No
54,52,2808,32,17,49,54,54,108,7,0.380226,0.398485,0.000304,No
48,46,2208,15,29,44,48,48,96,7,0.376326,0.395191,0.000303,No
76,75,5700,28,36,64,76,76,152,7,0.395636,0.41541,0.000302,No
74,70,5180,13,32,45,74,74,148,7,0.403619,0.423353,0.000302,No
30,30,900,16,19,35,30,30,60,7,0.35867,0.373921,0.000301,No
95,79,7505,24,35,59,95,95,190,7,0.391102,0.410467,0.000299,No
114,113,12882,29,51,80,114,114,228,7,0.389664,0.410035,0.000299,No
10,9,90,4,9,13,10,10,20,8,0.362133,0.377875,0.000299,No
128,125,16000,37,48,85,128,128,256,7,0.395389,0.414791,0.000297,No
64,61,3904,32,30,62,64,64,128,8,0.33172,0.343725,0.000297,No
185,164,30340,17,28,45,185,185,370,7,0.388759,0.408067,0.000295,No
2,2,4,2,2,4,2,2,4,8,0.331629,0.343145,0.000293,No
66,61,4026,13,35,48,66,66,132,7,0.38821,0.407338,0.000293,No
3,3,9,3,3,6,3,3,6,8,0.290005,0.297585,0.000293,No
75,70,5250,34,47,81,75,75,150,8,0.379456,0.39836,0.000292,No
61,56,3416,37,27,64,61,61,122,8,0.362218,0.378697,0.000292,No
79,78,6162,25,45,70,79,79,158,8,0.403992,0.424123,0.000292,No
76,75,5700,13,45,58,76,76,152,7,0.351677,0.365857,0.000291,No
70,70,4900,24,36,60,70,70,140,7,0.388573,0.407621,0.00029,No
75,68,5100,23,36,59,75,75,150,7,0.401237,0.42115,0.00029,No
24,24,576,17,16,33,24,24,48,7,0.37869,0.397347,0.000289,No
53,52,2756,29,37,66,53,53,106,7,0.402762,0.423014,0.000289,No
94,94,8836,39,49,88,94,94,188,7,0.404768,0.425066,0.000289,No
48,45,2160,14,34,48,48,48,96,7,0.379169,0.398031,0.000289,No
25,25,625,13,14,27,25,25,50,7,0.332379,0.342712,0.000288,No
169,155,26195,36,64,100,169,169,338,7,0.390538,0.410382,0.000287,yes
233,217,50561,26,78,104,233,233,466,7,0.419465,0.439251,0.000286,No
76,74,5624,31,23,54,76,76,152,8,0.382056,0.400973,0.000286,No
74,72,5328,19,41,60,74,74,148,7,0.395756,0.415663,0.000286,No
70,68,4760,32,29,61,70,70,140,7,0.393102,0.412182,0.000285,No
37,34,1258,11,27,38,37,37,74,7,0.397294,0.417007,0.000285,No
86,83,7138,21,51,72,86,86,172,7,0.401095,0.421314,0.000284,No
58,55,3190,20,29,49,58,58,116,7,0.368571,0.385781,0.000284,No
78,74,5772,10,36,46,78,78,156,7,0.396556,0.415911,0.000282,No
98,96,9408,13,38,51,98,98,196,7,0.393628,0.413452,0.000282,No
38,34,1292,11,23,34,38,38,76,7,0.373623,0.392474,0.000281,No
121,117,14157,39,41,80,121,121,242,7,0.411157,0.430715,0.000281,No
70,68,4760,5,49,54,70,70,140,7,0.403123,0.423075,0.000281,No
120,118,14160,31,32,63,120,120,240,7,0.403323,0.422985,0.00028,No
94,89,8366,18,37,55,94,94,188,7,0.391272,0.410579,0.00028,No
56,55,3080,25,26,51,56,56,112,7,0.326708,0.336724,0.000279,No
17,17,289,13,14,27,17,17,34,8,0.323573,0.332535,0.000279,No
74,67,4958,18,42,60,74,74,148,7,0.394183,0.413792,0.000278,No
45,44,1980,16,27,43,45,45,90,7,0.393175,0.412579,0.000278,No
14,13,182,7,12,19,14,14,28,8,0.363724,0.380652,0.000277,No
114,109,12426,36,38,74,114,114,228,7,0.363321,0.380546,0.000276,No
68,66,4488,5,49,54,68,68,136,7,0.403266,0.423487,0.000275,No
73,73,5329,30,26,56,73,73,146,7,0.394393,0.413944,0.000275,No
18,17,306,11,10,21,18,18,36,7,0.348111,0.361799,0.000274,No
562,514,288868,17,54,71,562,562,1124,7,0.402164,0.42202,0.000273,No
21,21,441,11,15,26,21,21,42,7,0.369153,0.386228,0.000272,No
68,65,4420,26,35,61,68,68,136,7,0.409391,0.428982,0.000271,No
84,84,7056,28,33,61,84,84,168,7,0.396703,0.41627,0.000271,No
42,39,1638,17,26,43,42,42,84,7,0.39674,0.416427,0.00027,No
80,73,5840,29,46,75,80,80,160,7,0.407971,0.427923,0.00027,No
162,154,24948,16,56,72,162,162,324,7,0.40946,0.429418,0.00027,No
21,21,441,12,16,28,21,21,42,7,0.358128,0.375412,0.000268,No
91,84,7644,38,46,84,91,91,182,7,0.394229,0.413569,0.000267,No
127,125,15875,36,70,106,127,127,254,7,0.412429,0.432672,0.000267,No
42,42,1764,20,25,45,42,42,84,7,0.390476,0.409486,0.000266,No
89,87,7743,20,33,53,89,89,178,8,0.315637,0.323503,0.000265,yes
54,53,2862,31,30,61,54,54,108,8,0.337193,0.349995,0.000265,yes
61,60,3660,35,22,57,61,61,122,8,0.367159,0.384098,0.000265,No
87,86,7482,21,47,68,87,87,174,7,0.397036,0.417361,0.000264,No
18,16,288,13,14,27,18,18,36,8,0.365649,0.383428,0.000264,No
182,173,31486,46,32,78,182,182,364,7,0.39698,0.416283,0.000263,No
12,12,144,10,10,20,12,12,24,8,0.369473,0.386919,0.000263,No
51,50,2550,20,32,52,51,51,102,7,0.393547,0.413507,0.000262,No
13,13,169,12,7,19,13,13,26,8,0.353835,0.369053,0.000262,No
63,62,3906,12,21,33,63,63,126,7,0.370967,0.388247,0.000261,No
61,61,3721,37,18,55,61,61,122,8,0.355154,0.370573,0.000261,No
41,41,1681,9,28,37,41,41,82,7,0.383507,0.402595,0.000261,No
72,57,4104,29,39,68,72,72,144,7,0.400935,0.420901,0.00026,No
39,34,1326,10,25,35,39,39,78,7,0.394338,0.413743,0.00026,No
94,93,8742,16,35,51,94,94,188,7,0.379321,0.398518,0.000259,No
23,23,529,23,14,37,23,23,46,7,0.362634,0.378396,0.000259,No
80,75,6000,36,28,64,80,80,160,7,0.380905,0.399264,0.000259,No
89,75,6675,39,6,45,89,89,178,7,0.338814,0.351393,0.000259,No
31,31,961,11,24,35,31,31,62,7,0.383042,0.401709,0.000259,No
14,13,182,12,11,23,14,14,28,7,0.361229,0.377361,0.000259,No
157,142,22294,11,67,78,157,157,314,8,0.354718,0.370623,0.000258,yes
82,78,6396,17,42,59,82,82,164,7,0.416252,0.435502,0.000257,No
86,84,7224,51,58,109,86,86,172,7,0.371589,0.390112,0.000257,No
25,24,600,16,17,33,25,25,50,7,0.380073,0.398864,0.000257,No
54,50,2700,25,39,64,54,54,108,8,0.398194,0.418391,0.000256,No
113,100,11300,36,44,80,113,113,226,7,0.397008,0.417144,0.000256,No
31,27,837,14,17,31,31,31,62,7,0.361366,0.378363,0.000256,No
62,60,3720,17,25,42,62,62,124,7,0.39228,0.41182,0.000255,No
93,90,8370,22,49,71,93,93,186,7,0.413248,0.432901,0.000255,No
14,13,182,7,13,20,14,14,28,8,0.336356,0.347204,0.000255,No
160,145,23200,74,64,138,160,160,320,7,0.38059,0.400059,0.000254,No
24,24,576,13,15,28,24,24,48,8,0.32054,0.327887,0.000252,yes
174,172,29928,53,39,92,174,174,348,7,0.405249,0.424887,0.000252,No
28,28,784,19,18,37,28,28,56,8,0.321937,0.331618,0.000252,No
37,28,1036,15,27,42,37,37,74,7,0.386548,0.405592,0.000251,No
57,54,3078,27,41,68,57,57,114,8,0.356236,0.372536,0.00025,yes
113,100,11300,58,75,133,113,113,226,7,0.398612,0.418972,0.00025,No
77,76,5852,21,38,59,77,77,154,7,0.405634,0.425298,0.00025,No
34,33,1122,27,12,39,34,34,68,8,0.361091,0.377373,0.000249,No
51,50,2550,23,30,53,51,51,102,7,0.379963,0.398673,0.000249,No
189,169,31941,8,88,96,189,189,378,8,0.347997,0.363283,0.000248,No
76,73,5548,14,42,56,76,76,152,7,0.397017,0.41685,0.000248,No
41,40,1640,13,20,33,41,41,82,7,0.384874,0.404567,0.000247,No
70,69,4830,19,35,54,70,70,140,7,0.402781,0.422304,0.000246,No
27,27,729,23,17,40,27,27,54,8,0.372238,0.38991,0.000245,No
105,101,10605,29,35,64,105,105,210,7,0.394694,0.414208,0.000245,No
137,128,17536,63,38,101,137,137,274,7,0.383145,0.401955,0.000244,No
103,103,10609,41,40,81,103,103,206,8,0.317398,0.325137,0.000244,No
118,111,13098,38,58,96,118,118,236,8,0.392316,0.4125,0.000242,No
136,135,18360,81,23,104,136,136,272,8,0.321343,0.329017,0.000242,No
98,92,9016,35,37,72,98,98,196,7,0.397331,0.41755,0.000242,No
38,37,1406,16,29,45,38,38,76,8,0.350061,0.364587,0.000241,No
32,31,992,16,21,37,32,32,64,7,0.378211,0.396667,0.000241,No
35,35,1225,21,12,33,35,35,70,8,0.346717,0.359999,0.000241,No
24,24,576,7,16,23,24,24,48,7,0.353023,0.36713,0.00024,No
45,45,2025,29,31,60,45,45,90,7,0.39086,0.410093,0.00024,No
58,51,2958,25,38,63,58,58,116,7,0.406417,0.426235,0.000239,No
95,94,8930,37,63,100,95,95,190,7,0.393565,0.413248,0.000239,No
9,9,81,3,8,11,9,9,18,8,0.318744,0.326958,0.000239,No
52,49,2548,15,31,46,52,52,104,7,0.392397,0.411674,0.000238,No
73,71,5183,53,21,74,73,73,146,8,0.352534,0.367516,0.000238,No
15,15,225,9,12,21,15,15,30,7,0.350773,0.365161,0.000237,No
20,20,400,19,17,36,20,20,40,8,0.375159,0.393198,0.000236,No
7,7,49,6,6,12,7,7,14,7,0.364166,0.380642,0.000236,No
65,64,4160,25,33,58,65,65,130,8,0.382133,0.400665,0.000235,No
6,6,36,6,6,12,6,6,12,7,0.356162,0.371469,0.000235,No
58,58,3364,46,29,75,58,58,116,8,0.318209,0.325678,0.000235,No
128,127,16256,6,67,73,128,128,256,7,0.420126,0.439756,0.000235,No
43,33,1419,17,34,51,43,43,86,7,0.365735,0.382939,0.000234,yes
5,5,25,4,3,7,5,5,10,8,0.240155,0.243425,0.000234,No
1,1,1,1,1,2,1,1,2,9,0.173611,0.175253,0.000234,No
1,1,1,1,1,2,1,1,2,9,0.253732,0.258593,0.000234,No
1,1,1,1,1,2,1,1,2,11,0.128881,0.129594,0.000234,No
1,1,1,1,1,2,1,1,2,8,0.210063,0.212954,0.000234,No
1,1,1,1,1,2,1,1,2,8,0.265891,0.271832,0.000234,No
1,1,1,1,1,2,1,1,2,10,0.147939,0.148978,0.000234,No
3,2,6,3,3,6,3,3,6,9,0.246031,0.250441,0.000234,No
1,1,1,1,1,2,1,1,2,10,0.202396,0.204838,0.000234,No
1,1,1,1,1,2,1,1,2,8,0.339961,0.352206,0.000234,No
1,1,1,1,1,2,1,1,2,11,0.168337,0.169757,0.000234,No
46,38,1748,31,36,67,46,46,92,7,0.39865,0.41877,0.000234,No
1,1,1,1,1,2,1,1,2,12,0.14409,0.145005,0.000234,No
126,123,15498,42,57,99,126,126,252,7,0.401832,0.42166,0.000233,No
39,38,1482,29,18,47,39,39,78,8,0.370002,0.38713,0.000232,No
71,64,4544,20,29,49,71,71,142,7,0.390047,0.409145,0.000232,No
52,44,2288,25,31,56,52,52,104,7,0.382596,0.401696,0.000232,No
306,299,91494,36,104,140,306,306,612,7,0.421132,0.441409,0.000231,No
9,9,81,7,6,13,9,9,18,8,0.346738,0.359975,0.000231,No
24,22,528,10,21,31,24,24,48,8,0.376983,0.395609,0.00023,No
60,54,3240,14,32,46,60,60,120,7,0.385814,0.404673,0.00023,No
118,117,13806,53,39,92,118,118,236,7,0.399359,0.418763,0.00023,No
25,25,625,11,19,30,25,25,50,8,0.355346,0.370019,0.00023,No
211,208,43888,22,52,74,211,211,422,7,0.392795,0.412815,0.00023,No
90,85,7650,15,38,53,90,90,180,8,0.39905,0.418834,0.000229,No
51,47,2397,34,31,65,51,51,102,7,0.388953,0.408254,0.000229,No
43,42,1806,33,26,59,43,43,86,7,0.382493,0.402482,0.000228,No
28,26,728,8,19,27,28,28,56,7,0.365696,0.382355,0.000227,No
