id,Label,tf,df,tdf
4169,union,1,1,1
4170,inter-parliamentary,1,1,1
4171,luis,12,1,12
4172,insentivu,1,1,1
4173,v,6,1,6
4174,emprezariál,3,1,3
4175,ipu,1,1,1
4176,klimátika,4,1,4
4177,roberto,1,1,1
4178,lockdown,14,1,14
4179,impozisaun,25,1,25
4180,lolon,3,1,3
4181,slop,1,1,1
4182,pnsik,2,1,2
4183,masu,2,1,2
4184,plástiku,11,1,11
4185,tni,2,1,2
4186,viola,7,1,7
4187,golpe,6,1,6
4188,konsituisaun,1,1,1
4189,koronél,1,1,1
4190,altera,1,1,1
4191,lee,1,1,1
4192,disolve,1,1,1
4193,doumbouya,2,1,2
4194,anúnsiu,3,1,3
4195,kilat,4,1,4
4196,guinea,8,1,8
4197,alein,2,1,2
4198,konakri,2,1,2
4199,conde,7,1,7
4200,alpha,5,1,5
4201,mamadi,1,1,1
4202,kredível,4,1,4
4203,armonizasaun,1,1,1
4204,profisionalizmu,3,1,3
4205,bem-estar,2,1,2
4206,determinasaun,3,1,3
4207,dadauk,2,1,2
4208,hadi’a-an,1,1,1
4209,toma,7,1,7
4210,moderadu,6,1,6
4211,laloran,10,1,10
4212,peskadór,11,1,11
4213,kosta,6,1,6
4214,suvizka,1,1,1
4215,kalohan,6,1,6
4216,persiste,1,1,1
4217,prinsipalmente,2,1,2
4218,metereolojia,4,1,4
4219,fraku-moderadu,1,1,1
4220,vária,2,1,2
4221,buletín,1,1,1
4222,portugal,1,1,1
4223,covax,8,1,8
4224,adaljiza,2,1,2
4225,vip,2,1,2
4226,imunidade,5,1,5
4227,machado,1,1,1
4228,veta,3,1,3
4229,konstitusionalidade,1,1,1
4230,inkonstitusionalidade,2,1,2
4231,resenseamentu,7,1,7
4232,previstu,3,1,3
4233,hato’ot,1,1,1
4234,inkonstitusionál,3,1,3
4235,alíne,1,1,1
4236,k,1,1,1
4237,prejudikasaun,1,1,1
4238,peskiza,3,1,3
4239,susu,2,1,2
4240,rekomendadu,1,1,1
4241,prova,1,1,1
4242,total,1,1,1
4243,deskreve,5,1,5
4244,detatadu,1,1,1
4245,estatístika,2,1,2
4246,ko,1,1,1
4247,protesta,1,1,1
4248,antesipa,3,1,3
4249,karaterístika,1,1,1
4250,branka,3,1,3
4251,foholulik,2,1,2
4252,aese,2,1,2
4253,sidadun,1,1,1
4254,cj,1,1,1
4255,segura,1,1,1
4256,sj,1,1,1
4257,orsida,6,1,6
4258,hugo,3,1,3
4259,entendimentu,4,1,4
4260,metál,1,1,1
4261,agregasaun,1,1,1
4262,arte-marsiál,15,1,15
4263,sikn,1,1,1
4264,deportasaun,1,1,1
4265,multa,5,1,5
4266,deporta,2,1,2
4267,sancho,2,1,2
4268,sensível,1,1,1
4269,ida-rua,2,1,2
4270,vulnerál,1,1,1
4271,jerigen,1,1,1
4272,govern,1,1,1
4273,joaquim,9,1,9
4274,austria,3,1,3
4275,plastik,1,1,1
4276,gusmao,2,1,2
4277,infografia,9,1,9
4278,mamar,1,1,1
4279,kalma,3,1,3
4280,hakilar,3,1,3
4281,mentál,10,1,10
4282,nervozu,1,1,1
4283,dispensadu,1,1,1
4284,jestau,1,1,1
4285,estende,11,1,11
4286,komparénsia,1,1,1
4287,juventus,2,1,2
4288,lisbon,1,1,1
4289,city,4,1,4
4290,sporting,1,1,1
4291,espetativa,1,1,1
4292,joga,3,1,3
4293,interesadu,1,1,1
4294,estrela,1,1,1
4295,hemorájiku,1,1,1
4296,new,2,1,2
4297,death,1,1,1
4298,terestra,1,1,1
4299,imigrasaun,2,1,2
4300,design,1,1,1
4301,komprensaun,1,1,1
4302,levantamentu,4,1,4
4303,rai-kotu,1,1,1
4304,perumnas,1,1,1
4305,alkatraun,3,1,3
4306,sukat,2,1,2
4307,louren,4,1,4
4308,seksaun,3,1,3
4309,haluan,1,1,1
4310,mou,7,1,7
4311,memorandum,2,1,2
4312,asinatur,1,1,1
4313,freias,1,1,1
4314,kolokadu,1,1,1
4315,understanding,2,1,2
4316,emosaun,4,1,4
4317,konserteza,3,1,3
4318,hirus’,1,1,1
4319,trava,2,1,2
4320,konfronta,2,1,2
4321,haktanek,1,1,1
4322,hds,2,1,2
4323,le,1,1,1
4324,anguna,2,1,2
4325,koletiva,3,1,3
4326,relijioza,6,1,6
4327,telekomunikasaun,4,1,4
4328,biskota,2,1,2
4329,finanseira,8,1,8
4330,domisiliáriu,18,1,18
4331,artezanál,2,1,2
4332,exesaun,1,1,1
4333,industriál,2,1,2
4334,táxi,1,1,1
4335,ministu,1,1,1
4336,akollimentu,2,1,2
4337,exetu,12,1,12
4338,alojamentu,3,1,3
4339,adia,4,1,4
4340,psikososiál,1,1,1
4341,arvind,1,1,1
4342,suisídiu,1,1,1
4343,resort,1,1,1
4344,kontrola-an,1,1,1
4345,ssm-likisá,1,1,1
4346,terapéutiku,2,1,2
4347,limpeza,1,1,1
4348,promulgasaun,1,1,1
4349,profilátiku,1,1,1
4350,fó-hatene,1,1,1
4351,frontline,3,1,3
4352,haktur,1,1,1
4353,biasa,1,1,1
4354,isabel,4,1,4
4355,beto-tasi,1,1,1
4356,ai-maran,1,1,1
4357,rugi,2,1,2
4358,beto,1,1,1
4359,madohi,2,1,2
4360,ganti,2,1,2
4361,nara-naran,1,1,1
4362,hatúr,2,1,2
4363,mapa,3,1,3
4364,pedasuk,2,1,2
4365,agapito,1,1,1
4366,kódigu,4,1,4
4367,beremau,3,1,3
4368,ain-fatin,1,1,1
4369,guerilleira,1,1,1
4370,insurjénsia,1,1,1
4371,distritu,2,1,2
4372,myaung,1,1,1
4373,myakan,1,1,1
4374,yangon,1,1,1
4375,anti-golpe,2,1,2
4376,sagaing,3,1,3
4377,nug,1,1,1
4378,kayah,1,1,1
4379,irrawaddy,1,1,1
4380,bo,1,1,1
4381,mianmar,4,1,4
4382,soldadu,3,1,3
4383,khin-u,1,1,1
4384,kantu,1,1,1
4385,mandalay,1,1,1
4386,junta,6,1,6
4387,soldade,1,1,1
4388,shwe,1,1,1
4389,detéin,2,1,2
4390,bomba,1,1,1
4391,ataka,1,1,1
4392,pdf,1,1,1
4393,konfrontu,3,1,3
4394,atake,5,1,5
4395,mata-dalan,1,1,1
4396,esforsa-an,4,1,4
4397,instrumentu,2,1,2
4398,purtantu,1,1,1
4399,kamioneta,1,1,1
4400,colt,1,1,1
4401,baer,2,1,2
4402,beseuk,1,1,1
4403,mota-laran,1,1,1
4404,transaksaun,1,1,1
4405,diesel,1,1,1
4406,noite,1,1,1
4407,ema-nia,6,1,6
4408,exepsaun,1,1,1
4409,sirkunskrisaun,9,1,9
4410,infeta,3,1,3
4411,reuters,1,1,1
4412,kongu,3,1,3
4413,merck,1,1,1
4414,ebola,4,1,4
4415,butsili,1,1,1
4416,johnson,2,1,2
4417,roupa,3,1,3
4418,semente,1,1,1
4419,afeita,3,1,3
4420,kotak,1,1,1
4421,la'e,1,1,1
4422,ajudus,1,1,1
4423,formas,1,1,1
4424,sasan,3,1,3
4425,sívika,2,1,2
4426,baut,1,1,1
4427,kalen,1,1,1
4428,sakola,1,1,1
4429,leonito,5,1,5
4430,fanun,2,1,2
4431,carmone,1,1,1
4432,ninin,4,1,4
4433,book-an,4,1,4
4434,utilidade,1,1,1
4435,kiak,8,1,8
4436,sivilizadu,2,1,2
4437,konjuntu’,1,1,1
4438,komún,3,1,3
4439,importa,6,1,6
4440,out,4,1,4
4441,face,3,1,3
4442,orijen,4,1,4
4443,down,1,1,1
4444,poluisaun,1,1,1
4445,bezeja,1,1,1
4446,sirkula,7,1,7
4447,plátiku,1,1,1
4448,yoshihide,1,1,1
4449,suga,1,1,1
4450,parese,1,1,1
4451,reklamasaun,3,1,3
4452,submete,14,1,14
4453,claim,1,1,1
4454,tl,4,1,4
4455,fain,1,1,1
4456,aportil,3,1,3
4457,tdd,1,1,1
4458,portuátria,1,1,1
4459,kabotajen,5,1,5
4460,suspeita,1,1,1
4461,komputadór,1,1,1
4462,distritál,1,1,1
4463,autoria,1,1,1
4464,juncto,1,1,1
4465,penál,2,1,2
4466,tranship,5,1,5
4467,edifisiu,1,1,1
4468,nuc,1,1,1
4469,patrocino,1,1,1
4470,buska,3,1,3
4471,preende,1,1,1
4472,hakle’an,1,1,1
4473,gresik,3,1,3
4474,ivan,1,1,1
4475,apreensaun,4,1,4
4476,juíz,2,1,2
4477,cac,27,1,27
4478,leovigildo,1,1,1
4479,aiasa,1,1,1
4480,ebé,3,1,3
4481,cidalia,4,1,4
4482,ne’ebé-ne,1,1,1
4483,ad,1,1,1
4484,ai-daak,1,1,1
4485,ai-funan,1,1,1
4486,erói,1,1,1
4487,estátua,1,1,1
4488,omenjen,1,1,1
4489,lulik,1,1,1
4490,ventura,1,1,1
4491,símu,1,1,1
4492,presta,4,1,4
4493,matak-,1,1,1
4494,leusate,1,1,1
4495,omenajen,2,1,2
4496,luak-manufahi,1,1,1
4497,nossa,4,1,4
4498,senhora,4,1,4
4499,símbolu,2,1,2
4500,sergala,1,1,1
4501,assun,4,1,4
4502,ultrabaixa,1,1,1
4503,sinovac,20,1,20
4504,armazena,1,1,1
4505,refrijerasaun,1,1,1
4506,lote,2,1,2
4507,temperatura,2,1,2
4508,komprova,9,1,9
4509,gravasaun,1,1,1
4510,loron-kalan,1,1,1
4511,sexto,1,1,1
4512,makalaku,1,1,1
4513,dahituk,1,1,1
4514,ano,6,1,6
4515,fundamentu,9,1,9
4516,abranje,6,1,6
4517,abastesimentu,6,1,6
4518,norberta,3,1,3
4519,avansa,4,1,4
4520,gmptl,6,1,6
4521,lídia,4,1,4
4522,elvina,1,1,1
4523,domingas,4,1,4
4524,eskalaun,1,1,1
4525,perímetru,1,1,1
4526,blackstone,12,1,12
4527,kevin,6,1,6
4528,armajen,1,1,1
4529,md,3,1,3
4530,aeródromu,3,1,3
4531,ángel,1,1,1
4532,kopa,8,1,8
4533,janeiro,1,1,1
4534,rio,1,1,1
4535,maría,1,1,1
4536,maracana,1,1,1
4537,di,1,1,1
4538,messi,11,1,11
4539,lionel,7,1,7
4540,brazíl,7,1,7
4541,kampeonatu,1,1,1
4542,vitória,3,1,3
4543,troféu,2,1,2
4544,uruguai,1,1,1
4545,hdr,1,1,1
4546,da'et,1,1,1
4547,seoul,1,1,1
4548,mobilizasaun,2,1,2
4549,neon,1,1,1
4550,imunizasaun,4,1,4
4551,bosu,2,1,2
4552,reasaun,2,1,2
4553,ansi,2,1,2
4554,sanitizer,1,1,1
4555,deskansa,4,1,4
4556,imelda,8,1,8
4557,atletizmu,2,1,2
4558,bei’ala,2,1,2
4559,felisberto,1,1,1
4560,persisténsia,1,1,1
4561,games,6,1,6
4562,aten-barani,2,1,2
4563,atleta,7,1,7
4564,tokyo,5,1,5
4565,olympic,5,1,5
4566,dignidade’,1,1,1
4567,natasaun,5,1,5
4568,coubertain,1,1,1
4569,neon-metin,2,1,2
4570,pierre,1,1,1
4571,medulla,1,1,1
4572,atitude,1,1,1
4573,valeta,4,1,4
4574,diskuti,1,1,1
4575,rekolla,10,1,10
4576,pájina,1,1,1
4577,identifikadu,2,1,2
4578,roger,1,1,1
4579,djhu,3,1,3
4580,bisikleta,1,1,1
4581,verde,2,1,2
4582,tertuliano,1,1,1
4583,mok,1,1,1
4584,kruzamentu,2,1,2
4585,lampu,1,1,1
4586,reazaun,1,1,1
4587,dii,2,1,2
4588,hitu,7,1,7
4589,evolusaun,5,1,5
4590,púbika,1,1,1
4591,administrative,1,1,1
4592,failure,3,1,3
4593,vera-krúz,7,1,7
4594,oksijenasaun,1,1,1
4595,organ,2,1,2
4596,thresehold,1,1,1
4597,iis-kotu,4,1,4
4598,diagnostikada,1,1,1
4599,insufisiénsia,1,1,1
4600,gene,1,1,1
4601,cycle,1,1,1
4602,agura,1,1,1
4603,multiple,2,1,2
4604,sindroma,1,1,1
4605,ventiladór,5,1,5
4606,horisehik,3,1,3
4607,adopta,2,1,2
4608,kaduak,2,1,2
4609,túr-ahin,1,1,1
4610,rosália,2,1,2
4611,imaculada,3,1,3
4612,price,2,1,2
4613,monaco,2,1,2
4614,tarde,9,1,9
4615,partu,2,1,2
4616,rainier,2,1,2
4617,konfirmadu,7,1,7
4618,simpatizante,1,1,1
4619,otl,1,1,1
4620,arnaldo,11,1,11
4621,pronto,2,1,2
4622,fanátiku,1,1,1
4623,am,3,1,3
4624,euro,10,1,10
4625,derota,1,1,1
4626,difine,1,1,1
4627,rodiviária,1,1,1
4628,revista,6,1,6
4629,infrasaun,4,1,4
4630,motorizada,3,1,3
4631,komete,4,1,4
4632,lala’o,1,1,1
4633,kestau,1,1,1
4634,rekonstrui,2,1,2
4635,alkatiri,6,1,6
4636,motto,1,1,1
4637,divulgadu,8,1,8
4638,marí,3,1,3
4639,ospitalizasaun,1,1,1
4640,avó,1,1,1
4641,virgílio,5,1,5
4642,nana,1,1,1
4643,rasik’,1,1,1
4644,material,3,1,3
4645,estável,5,1,5
4646,guerra,1,1,1
4647,kilat-musan,1,1,1
4648,direta,4,1,4
4649,infográfiku,2,1,2
4650,duke,4,1,4
4651,auto-konfinamentu,1,1,1
4652,asintomátiku,2,1,2
4653,glenu,2,1,2
4654,municipal,2,1,2
4655,teritoriál,2,1,2
4656,delegasaun,2,1,2
4657,game,2,1,2
4658,benefisia,5,1,5
4659,xefia,5,1,5
4660,youtube,2,1,2
4661,enkarserasaun,1,1,1
4662,eskritór,1,1,1
4663,asean,3,1,3
4664,dansarinu,1,1,1
4665,myanmar,3,1,3
4666,vietname,3,1,3
4667,shame’,1,1,1
4668,kantores,1,1,1
4669,lamenta,6,1,6
4670,singapura,1,1,1
4671,afavór,4,1,4
4672,asasinatu,2,1,2
4673,deskulpa,2,1,2
4674,artista,1,1,1
4675,esbosu,1,1,1
4676,vote,1,1,1
4677,myanmar’,1,1,1
4678,negosia,1,1,1
4679,m,3,1,3
4680,anin-boot,2,1,2
4681,o-de-obra,1,1,1
4682,elezito,1,1,1
4683,pregu,1,1,1
4684,feliciana,1,1,1
4685,arame,1,1,1
4686,kaleen,1,1,1
4687,asesores,1,1,1
4688,mapeamentu,1,1,1
4689,pro,1,1,1
4690,foka,3,1,3
4691,munkhtuya,2,1,2
4692,moderna,1,1,1
4693,mavic,1,1,1
4694,espesifikasaun,2,1,2
4695,drone,2,1,2
4696,altangerel,3,1,3
4697,rezilénsia,1,1,1
4698,undp,7,1,7
4699,empresta,1,1,1
4700,rt-pcr,1,1,1
4701,dalot,2,1,2
4702,net,1,1,1
4703,uefa,1,1,1
4704,milan,1,1,1
4705,diogo,2,1,2
4706,bola,2,1,2
4707,cancelo,5,1,5
4708,squad,1,1,1
4709,prokuradoria-jerál,1,1,1
4710,rasik-an’,4,1,4
4711,buibere,4,1,4
4712,hatuu,1,1,1
4713,kontájiu,1,1,1
4714,afetividade,1,1,1
4715,sianulu,1,1,1
4716,facility,1,1,1
4717,kankru,1,1,1
4718,króniku,1,1,1
4719,domisiliár,2,1,2
4720,kinur,3,1,3
4721,entuziasmu,1,1,1
4722,sujere,6,1,6
4723,fiskál,3,1,3
4724,nu’udár,1,1,1
4725,lisa,1,1,1
4726,fa,2,1,2
4727,saringa,1,1,1
4728,xiao,1,1,1
4729,xinés,1,1,1
4730,jenerosidade,1,1,1
4731,australianu,1,1,1
4732,jianguo,1,1,1
4733,semo,3,1,3
4734,depedida,1,1,1
4735,maksakur,1,1,1
4736,dirije,3,1,3
4737,autonomista,1,1,1
4738,tobias,1,1,1
4739,rezime,1,1,1
4740,prokupa,1,1,1
4741,maksakur’,1,1,1
4742,exposto,3,1,3
4743,elejível,3,1,3
4744,bnctl,7,1,7
4745,redepozita,1,1,1
4746,devolve,3,1,3
4747,matéin,1,1,1
4748,thal,2,1,2
4749,mediasaun,1,1,1
4750,agresaun,2,1,2
4751,aba,1,1,1
4752,provedoria,3,1,3
4753,relativa,1,1,1
4754,negosiasaun,3,1,3
4755,kart,1,1,1
4756,kuluhun,2,1,2
4757,kautelár,1,1,1
4758,likisá-dili,1,1,1
4759,nuu,6,1,6
4760,pdhj,12,1,12
4761,persuasaun,1,1,1
4762,fízika,1,1,1
4763,nuno,2,1,2
4764,re-verifikasaun,2,1,2
4765,final,2,1,2
4766,kami,1,1,1
4767,ma,2,1,2
4768,psiko-téknika,1,1,1
4769,natanyahu,2,1,2
4770,hakanek,3,1,3
4771,kompas,2,1,2
4772,benjamin,6,1,6
4773,negosiada,1,1,1
4774,pasífika,1,1,1
4775,palestina,6,1,6
4776,israel,7,1,7
4777,respiratoric,1,1,1
4778,iis-boot,1,1,1
4779,sanulu-resin-tolu,1,1,1
4780,ruanulu-resin-sia,1,1,1
4781,limanulu-resin-ualu,1,1,1
4782,ida-hitunulu-resin,1,1,1
4783,oksijéniu,6,1,6
4784,hitunulu-resin-tolu,1,1,1
4785,atus-ida-tolunulu,1,1,1
4786,resin-ida,1,1,1
4787,sanulu-resin-neen,2,1,2
4788,medisina,5,1,5
4789,obstetrisia,4,1,4
4790,krítiku,2,1,2
4791,rihun-rua-atus,1,1,1
4792,tomé,1,1,1
4793,sama,2,1,2
4794,tasi-klaran,3,1,3
4795,mout,9,1,9
4796,nani,2,1,2
4797,destinasaun,3,1,3
4798,alor,4,1,4
4799,tanis,5,1,5
4800,kail,3,1,3
4801,kristu-rei,9,1,9
4802,kremasaun,4,1,4
4803,xinéza,1,1,1
4804,proporsaun,3,1,3
4805,kolabora,3,1,3
4806,firme,1,1,1
4807,hada’et,6,1,6
4808,rame,1,1,1
4809,jong-un,2,1,2
4810,evakua,4,1,4
4811,prediksaun,2,1,2
4812,fín,2,1,2
4813,supremu,1,1,1
4814,fuhuk,2,1,2
4815,foho-ailiku,4,1,4
4816,modo-tahan,2,1,2
4817,juvinal,8,1,8
4818,teoria,2,1,2
4819,vraagk,6,1,6
4820,dnae,4,1,4
4821,loco,2,1,2
4822,atus-neen,1,1,1
4823,membu,2,1,2
4824,urjénsia,1,1,1
4825,primeira-ministra,4,1,4
4826,hateten-sai,2,1,2
4827,rekandidata-an,1,1,1
4828,dahitu,1,1,1
4829,aniversáriu,6,1,6
4830,rekandidatura,1,1,1
4831,kadernu,2,1,2
4832,prefere,2,1,2
4833,largu,4,1,4
4834,kalsa,2,1,2
4835,oesilu,2,1,2
4836,corona,9,1,9
4837,neno,3,1,3
4838,swaminathan,2,1,2
4839,rúsia,5,1,5
4840,perigozu,7,1,7
4841,soumaya,1,1,1
4842,mistura,4,1,4
4843,xamada,2,1,2
4844,tendénsia,6,1,6
4845,kahur,2,1,2
4846,resenseadu,3,1,3
4847,daneen,1,1,1
4848,atus-ida,1,1,1
4849,rejista-an,1,1,1
4850,eleitór,6,1,6
4851,paralelu,6,1,6
4852,entraga,1,1,1
4853,bee’,2,1,2
4854,ije,5,1,5
4855,kordenasaun,3,1,3
4856,postu-,1,1,1
4857,hafasil,1,1,1
4858,baduru,3,1,3
4859,alén,1,1,1
4860,dozu,1,1,1
4861,komprovativu,2,1,2
4862,limitasaun,3,1,3
4863,báris,3,1,3
4864,rekandidata,1,1,1
4865,substitui,2,1,2
4866,mandate,2,1,2
4867,dejeza,1,1,1
4868,falur,2,1,2
4869,majór,1,1,1
4870,monta,3,1,3
4871,mutua,1,1,1
4872,kongratula,4,1,4
4873,alias,2,1,2
4874,joe,3,1,3
4875,amizade,2,1,2
4876,kolaborasaun,2,1,2
4877,notável,1,1,1
4878,mutu,1,1,1
4879,valor,1,1,1
4880,biden,5,1,5
4881,joseph,4,1,4
4882,demokrasia,1,1,1
4883,parséria,1,1,1
4884,jr,2,1,2
4885,pante-makasar,1,1,1
4886,raeoa-zeesm,2,1,2
4887,gratuitamente,1,1,1
4888,tulaika,1,1,1
4889,lifau,1,1,1
4890,divulgasuan,1,1,1
4891,bobokase,1,1,1
4892,fatubijae,2,1,2
4893,mate-isin,10,1,10
4894,reafirma,3,1,3
4895,operadór,5,1,5
4896,transfere,7,1,7
4897,lftl,7,1,7
4898,nilton,2,1,2
4899,federasaun,1,1,1
4900,fftl,5,1,5
4901,kompromete,2,1,2
4902,informativu,2,1,2
4903,finais,1,1,1
4904,espekulasaun,1,1,1
4905,normalidade,5,1,5
4906,probavelmente,1,1,1
4907,unicef,3,1,3
4908,jawab,1,1,1
4909,mas,1,1,1
4910,provavelmente,1,1,1
4911,ministrus,1,1,1
4912,tanggung,1,1,1
4913,interministerial,1,1,1
4914,mesquita,1,1,1
4915,teritoriu,1,1,1
4916,tauk,1,1,1
4917,sabika,1,1,1
4918,rumoris,7,1,7
4919,ximene,1,1,1
4920,nasiriya,2,1,2
4921,sahib,1,1,1
4922,al-hussein,2,1,2
4923,al-taweel,1,1,1
4924,irake,5,1,5
4925,mustafa,1,1,1
4926,explozaun,1,1,1
4927,faíska,1,1,1
4928,saddam,1,1,1
4929,baghdad,1,1,1
4930,mandadu,1,1,1
4931,al-kadhimi,1,1,1
4932,pfize-biontech,1,1,1
4933,keur,1,1,1
4934,monsaun,2,1,2
4935,apartir,1,1,1
4936,presaun,7,1,7
4937,diferensa,1,1,1
4938,rajada,4,1,4
4939,anin’,2,1,2
4940,high,1,1,1
4941,dia,3,1,3
4942,rajadas,3,1,3
4943,pressure,1,1,1
4944,bonifácio,7,1,7
4945,hudi-laran,2,1,2
4946,konsiensializa,1,1,1
4947,neen-nulu,1,1,1
4948,manumera,2,1,2
4949,autópsia,2,1,2
4950,ana,3,1,3
4951,ars,1,1,1
4952,kronolojia,2,1,2
4953,holo,1,1,1
4954,tara-an,6,1,6
4955,bianco,1,1,1
4956,aini,1,1,1
4957,mkae,1,1,1
4958,cci-tl,1,1,1
4959,sukursal,1,1,1
4960,prezidnte,1,1,1
4961,oscar,1,1,1
4962,depózitu,1,1,1
4963,governadora,1,1,1
4964,pensionalista,2,1,2
4965,kámara,1,1,1
4966,bctl,1,1,1
4967,vitor,1,1,1
4968,nur,1,1,1
4969,dala-x,1,1,1
4970,altenativa,1,1,1
4971,alternativa,4,1,4
4972,antesendénsia,1,1,1
4973,detesaun,2,1,2
4974,mántein,1,1,1
4975,funsiona,4,1,4
4976,aprovadu,3,1,3
4977,setia,3,1,3
4978,molop,1,1,1
4979,hati,3,1,3
4980,persaudaraan,3,1,3
4981,terate,3,1,3
4982,huluati,1,1,1
4983,meiudia,1,1,1
4984,psht,6,1,6
4985,livriñu,1,1,1
4986,supervizór,1,1,1
4987,kalkulasaun,1,1,1
4988,soekili,5,1,5
4989,monitoriza,1,1,1
4990,abandonadu,1,1,1
4991,penalidade,2,1,2
4992,ambisaun,2,1,2
4993,madrugada,7,1,7
4994,luke,1,1,1
4995,normal,1,1,1
4996,balansu,1,1,1
4997,minute,1,1,1
4998,stadium,1,1,1
4999,wembley,1,1,1
5000,leonardo,1,1,1
5001,shaw,1,1,1
5002,sutu,2,1,2
5003,bonucci,1,1,1
5004,three,1,1,1
5005,lions,1,1,1
5006,londres,2,1,2
5007,kampeaun,3,1,3
5008,auto-izolamentu,1,1,1
5009,sokoru,1,1,1
5010,remota,2,1,2
5011,umanitáriu,5,1,5
5012,diareia,1,1,1
5013,ira,1,1,1
5014,jaime,4,1,4
5015,aguda,1,1,1
5016,adekuadamente,1,1,1
5017,tabela,3,1,3
5018,formosa,7,1,7
5019,fernanda,1,1,1
5020,isin-lolon,1,1,1
5021,ferreira,3,1,3
5022,distribuidór,4,1,4
5023,kooperativa,6,1,6
5024,ensera,2,1,2
5025,maristi,1,1,1
5026,sekoop,2,1,2
5027,elizário,2,1,2
5028,hali,1,1,1
5029,tvri,1,1,1
5030,propriedades,1,1,1
5031,opsaun,5,1,5
5032,vídiu-informativu,4,1,4
5033,impresiona,2,1,2
5034,kabaas,3,1,3
5035,olímpiku,5,1,5
5036,olimpic,1,1,1
5037,investiga,1,1,1
5038,notísia,4,1,4
5039,rakom,2,1,2
5040,florindo,1,1,1
5041,unital,6,1,6
5042,oriental,2,1,2
5043,promote,2,1,2
5044,unital’,1,1,1
5045,senáriu,3,1,3
5046,transmite,4,1,4
5047,pior,1,1,1
5048,por-mais-que,1,1,1
5049,area,7,1,7
5050,vianney,1,1,1
5051,estv-sjmv,2,1,2
5052,sjmv,1,1,1
5053,babulo,1,1,1
5054,eletrónika,2,1,2
5055,handrianus,1,1,1
5056,kusteira,1,1,1
5057,daraileman,3,1,3
5058,arcanjo,1,1,1
5059,informátika,4,1,4
5060,trinito,3,1,3
5061,remedios,1,1,1
5062,referénsia,5,1,5
5063,ministériál,1,1,1
5064,signifikativu,1,1,1
5065,komunikandu,1,1,1
5066,kompozisaun,1,1,1
5067,grant,1,1,1
5068,faktu,4,1,4
5069,bali,2,1,2
5070,pelo,1,1,1
5071,ntt,12,1,12
5072,prevent,1,1,1
5073,fund,1,1,1
5074,multi-setorál,2,1,2
5075,selu-seluk,1,1,1
5076,global,1,1,1
5077,doadór,3,1,3
5078,tb’,1,1,1
5079,task,1,1,1
5080,korente,7,1,7
5081,mobile,1,1,1
5082,force,1,1,1
5083,kreda,1,1,1
5084,misionáriu,3,1,3
5085,leandro,1,1,1
5086,longu,2,1,2
5087,superintendenteluis,1,1,1
5088,munseñor,2,1,2
5089,kamchatka,1,1,1
5090,distance,1,1,1
5091,landing,2,1,2
5092,resgate,1,1,1
5093,peñasku,2,1,2
5094,an-,1,1,1
5095,salvasaun,3,1,3
5096,petropavlovsk,1,1,1
5097,soke,3,1,3
5098,palana,1,1,1
5099,antonov,1,1,1
5100,promesa,3,1,3
5101,pasénsia,2,1,2
5102,limite,3,1,3
5103,kuitadu,2,1,2
5104,mensiona,2,1,2
5105,anct-tl,3,1,3
5106,pensamentu,2,1,2
5107,oradór,1,1,1
5108,abilio,2,1,2
5109,aduaneira,1,1,1
5110,fumadór,1,1,1
5111,horon,1,1,1
5112,aliansa,1,1,1
5113,jl,1,1,1
5114,vid,1,1,1
5115,natoon,1,1,1
5116,aka,1,1,1
5117,terível,2,1,2
5118,española,2,1,2
5119,moise,4,1,4
5120,deskoñesidu,3,1,3
5121,kontinente,1,1,1
5122,kriminozu,1,1,1
5123,jovenel,3,1,3
5124,claude,1,1,1
5125,semi-prezidensiál,1,1,1
5126,nytimes,2,1,2
5127,martine,1,1,1
5128,etienne,1,1,1
5129,haiti,4,1,4
5130,marie,1,1,1
5131,reativasaun,1,1,1
5132,dmng,1,1,1
5133,ázia-austrália,1,1,1
5134,deferensa,1,1,1
5135,mtk,5,1,5
5136,onda,2,1,2
5137,maka’as’,1,1,1
5138,sira-nian,2,1,2
5139,komandate,1,1,1
5140,sabuk,4,1,4
5141,rosalino,1,1,1
5142,bosco,2,1,2
5143,kompadante,1,1,1
5144,ilegalmente,6,1,6
5145,únika,1,1,1
5146,ofisiálmente,2,1,2
5147,genome,1,1,1
5148,pániku,2,1,2
5149,provokativu,5,1,5
5150,melbourne,1,1,1
5151,sequence,1,1,1
5152,konfirmasaun,2,1,2
5153,normalmente,1,1,1
5154,krítika,6,1,6
5155,raifun,1,1,1
5156,baltazar,4,1,4
5157,kantor,1,1,1
5158,butuk,1,1,1
5159,nono,2,1,2
5160,reklamadu,1,1,1
5161,primeiro,2,1,2
5162,nunutana,3,1,3
5163,eskritóriu,3,1,3
5164,aguenta,3,1,3
5165,ebc,4,1,4
5166,dormitóriu,1,1,1
5167,sinop,1,1,1
5168,elikópteru,6,1,6
5169,erdogan,1,1,1
5170,harahun,1,1,1
5171,egeu,1,1,1
5172,norueste,1,1,1
5173,refujia,1,1,1
5174,kosteira,2,1,2
5175,kastamonu,1,1,1
5176,túrkia,8,1,8
5177,mediteráneu,1,1,1
5178,tayyip,1,1,1
5179,florestál,2,1,2
5180,fasilitadór,2,1,2
5181,ndc,2,1,2
5182,aisalegu,1,1,1
5183,faru,2,1,2
5184,inisíal,1,1,1
5185,kuku,1,1,1
5186,duplikat,1,1,1
