id,Label,tf,df,tdf,stopword
971,transformado,3,3,9,0
972,transformada,2,2,4,0
973,transforma,4,4,16,0
974,transfigurado,2,2,4,0
975,transferiu,1,1,1,0
976,transferisse,1,1,1,0
977,transferiram,2,2,4,0
978,transferira,1,1,1,0
979,transferir,1,1,1,0
980,transferidos,1,1,1,0
981,transferido,3,2,6,0
982,transbordem,1,1,1,0
983,transbordará,1,1,1,0
984,transbordarem,1,1,1,0
985,transbordaram,1,1,1,0
986,transbordar,3,3,9,0
987,transbordante,1,1,1,0
988,transbordando,1,1,1,0
989,transbordamos,1,1,1,0
990,tranquilos,7,7,49,0
991,tranquilo,3,3,9,0
992,tranquilizaremos,2,2,4,0
993,tranquilizar,3,3,9,0
994,tranquiliza,2,2,4,0
995,tranquilidade,2,2,4,0
996,tranquilas,1,1,1,0
997,tranquilamente,2,2,4,0
998,tranquila,2,2,4,0
999,trancou,2,2,4,0
1000,trancado,1,1,1,0
1001,trancada,1,1,1,0
1002,tramou,2,2,4,0
1003,tramas,1,1,1,0
1004,traição,4,4,16,0
1005,traiçoeiros,2,2,4,0
1006,traiçoeiro,6,6,36,0
1007,traiçoeira,2,2,4,0
1008,traiu,3,3,9,0
1009,trair,4,3,12,0
1010,traidores,3,3,9,0
1011,traidor,2,2,4,0
1012,trai,5,4,20,0
1013,tragédias,5,5,25,0
1014,tragédia,4,4,16,0
1015,trago,3,3,9,0
1016,tragam,5,5,25,0
1017,tradução,10,9,90,0
1018,traduziu,1,1,1,0
1019,traduzissem,1,1,1,0
1020,traduzir,2,2,4,0
1021,traduzindo,2,2,4,0
1022,traduzimos,1,1,1,0
1023,traduzido,10,10,100,0
1024,traduzidas,2,2,4,0
1025,traduzida,8,8,64,0
1026,traduzem,1,1,1,0
1027,traduz,1,1,1,0
1028,tradutores,5,5,25,0
1029,tradições,25,24,600,0
1030,tradição,21,20,420,0
1031,tradicional,10,9,90,0
1032,tradicionais,4,4,16,0
1033,tradendae,1,1,1,0
1034,trablhos,1,1,1,0
1035,trabalhávamos,4,4,16,0
1036,trabalhámos,4,4,16,0
1037,trabalhou,12,12,144,0
1038,trabalhos,23,23,529,0
1039,trabalho,179,170,30430,0
1040,trabalhemos,1,1,1,0
1041,trabalhem,10,9,90,0
1042,trabalhei,7,6,42,0
1043,trabalhe,1,1,1,0
1044,trabalhavam,8,8,64,0
1045,trabalhava,17,17,289,0
1046,trabalhassem,1,1,1,0
1047,trabalhasse,1,1,1,0
1048,trabalharás,1,1,1,0
1049,trabalharmos,3,3,9,0
1050,trabalharem,2,2,4,0
1051,trabalharam,7,7,49,0
1052,trabalhar,72,71,5112,0
1053,trabalhando,12,12,144,0
1054,trabalhamos,8,8,64,0
1055,trabalham,19,18,342,0
1056,trabalhadores,21,18,378,0
1057,trabalhadora,1,1,1,0
1058,trabalhador,12,12,144,0
1059,trabalhado,3,3,9,0
1060,trabalhadeira,1,1,1,0
1061,trabalha,16,16,256,0
1062,touros,4,4,16,0
1063,touro,5,5,25,0
1064,totalmente,51,51,2601,0
1065,totalidade,2,2,4,0
1066,total,21,21,441,0
1067,tosquia,1,1,1,0
1068,tos,1,1,1,0
1069,torturas,1,1,1,0
1070,torturando,2,2,4,0
1071,torturados,1,1,1,0
1072,torturadores,1,1,1,0
1073,torturado,1,1,1,0
1074,tortura,10,10,100,0
1075,tortuosos,1,1,1,0
1076,tortos,2,2,4,0
1077,torrenciais,1,1,1,0
1078,torre,21,21,441,0
1079,torrar,2,2,4,0
1080,torpor,1,1,1,0
1081,toronto,3,3,9,0
1082,tornávamos,2,2,4,0
1083,tornássemos,2,2,4,0
1084,tornámos,3,3,9,0
1085,tornou,71,70,4970,0
1086,tornemos,5,5,25,0
1087,tornem,12,12,144,0
1088,torneis,1,1,1,0
1089,tornei,8,8,64,0
1090,torne,21,20,420,0
1091,tornavam,2,2,4,0
1092,tornava,4,4,16,0
1093,tornaste,1,1,1,0
1094,tornassem,6,6,36,0
1095,tornasse,2,2,4,0
1096,tornarão,2,2,4,0
1097,tornará,8,8,64,0
1098,tornarmos,1,1,1,0
1099,tornariam,1,1,1,0
1100,tornaria,6,6,36,0
1101,tornaremos,1,1,1,0
1102,tornarem,9,9,81,0
1103,tornarei,2,2,4,0
1104,tornardes,1,1,1,0
1105,tornaram,31,31,961,0
1106,tornara,1,1,1,0
1107,tornar,91,88,8008,0
1108,tornando,8,8,64,0
1109,tornamos,2,2,4,0
1110,tornam,10,10,100,0
1111,tornados,1,1,1,0
1112,tornado,13,13,169,0
1113,torna,49,48,2352,0
1114,tormentos,4,4,16,0
1115,tormento,6,5,30,0
1116,torcido,1,1,1,0
1117,toques,7,7,49,0
1118,toque,16,16,256,0
1119,topázio,1,1,1,0
1120,tony,1,1,1,0
1121,tons,1,1,1,0
1122,tonga,2,2,4,0
1123,toneladas,1,1,1,0
1124,tona,2,2,4,0
1125,tomé,4,4,16,0
1126,tomou,26,25,650,0
1127,tomemos,1,1,1,0
1128,tomem,16,16,256,0
1129,tomei,1,1,1,0
1130,tome,10,10,100,0
1131,tomava,3,3,9,0
1132,tomaste,1,1,1,0
1133,tomasse,2,2,4,0
1134,tomará,1,1,1,0
1135,tomarmos,8,8,64,0
1136,tomaria,2,2,4,0
1137,tomarem,2,2,4,0
1138,tomarei,2,2,4,0
1139,tomaram,2,2,4,0
1140,tomar,96,94,9024,0
1141,tomando,5,5,25,0
1142,tomamos,7,7,49,0
1143,tomam,17,17,289,0
1144,tomai,4,4,16,0
1145,tomado,4,4,16,0
1146,tomadas,3,3,9,0
1147,tomada,2,2,4,0
1148,toma,21,21,441,0
1149,tom,3,3,9,0
1150,tolos,7,7,49,0
1151,tolo,4,4,16,0
1152,tolice,6,6,36,0
1153,tolerância,3,3,9,0
1154,tolerou,1,1,1,0
1155,toleras,2,2,4,0
1156,tolerante,1,1,1,0
1157,tolera,1,1,1,0
1158,tolas,2,2,4,0
1159,tola,2,2,4,0
1160,todosefeitos,1,1,1,0
1161,todos,1313,1164,1528332,0
1162,todo,458,441,201978,0
1163,todavia,20,20,400,0
1164,todas,495,466,230670,0
1165,toda,465,445,206925,0
1166,tocámos,2,2,4,0
1167,tocou,30,28,840,0
1168,tocha,2,2,4,0
1169,tocavam,1,1,1,0
1170,tocava,3,3,9,0
1171,tocasse,6,6,36,0
1172,tocas,2,2,4,0
1173,tocaria,1,1,1,0
1174,tocarem,3,3,9,0
1175,tocareis,1,1,1,0
1176,tocaram,2,2,4,0
1177,tocar,33,33,1089,0
1178,tocando,4,4,16,0
1179,tocam,2,2,4,0
1180,tocados,2,2,4,0
1181,tocado,2,2,4,0
1182,tocada,1,1,1,0
1183,toca,6,6,36,0
1184,toalha,1,1,1,0
1185,toa,4,4,16,0
1186,to,1,1,1,0
1187,tivéssemos,6,6,36,1
1188,tiveste,2,2,4,0
1189,tivesses,2,2,4,0
1190,tivessem,28,28,784,1
1191,tivesse,57,54,3078,1
1192,tiversido,1,1,1,0
1193,tivermos,14,14,196,1
1194,tiveres,3,3,9,0
1195,tiverem,17,17,289,1
1196,tiverdes,3,3,9,0
1197,tiveram,44,43,1892,1
1198,tivera,1,1,1,1
1199,tiver,43,33,1419,1
1200,tivemos,16,16,256,1
1201,tive,32,30,960,1
1202,titulação,1,1,1,0
1203,titulares,3,3,9,0
1204,titular,1,1,1,0
1205,tito,20,20,400,0
1206,tirou,16,16,256,0
1207,tiro,11,11,121,0
1208,tirei,3,3,9,0
1209,tire,7,7,49,0
1210,tiravam,1,1,1,0
1211,tirava,4,4,16,0
1212,tiraste,1,1,1,0
1213,tirassem,1,1,1,0
1214,tirasse,1,1,1,0
1215,tirará,2,2,4,0
1216,tirarmos,2,2,4,0
1217,tirares,2,2,4,0
1218,tirarem,1,1,1,0
1219,tirarei,1,1,1,0
1220,tiraram,1,1,1,0
1221,tirar,41,40,1640,0
1222,tirania,1,1,1,0
1223,tirandonos,1,1,1,0
1224,tirando,1,1,1,0
1225,tiramos,2,2,4,0
1226,tiram,1,1,1,0
1227,tirai,1,1,1,0
1228,tirado,15,15,225,0
1229,tirada,3,3,9,0
1230,tira,12,11,132,0
1231,tipos,16,16,256,0
1232,tipo,137,136,18632,0
1233,tios,1,1,1,0
1234,tio,12,11,132,0
1235,tinteiro,4,4,16,0
1236,tinta,5,5,25,0
1237,tinli,1,1,1,0
1238,tinho,1,1,1,0
1239,tinhas,1,1,1,0
1240,tinham,318,300,95400,1
1241,tinha,711,642,456462,1
1242,tingidas,1,1,1,0
1243,tingida,2,2,4,0
1244,timóteo,75,70,5250,0
1245,timor,1,1,1,0
1246,timoneiro,1,1,1,0
1247,timon,1,1,1,0
1248,time,2,2,4,0
1249,tim,1,1,1,0
1250,tijolos,4,4,16,0
1251,tigelas,3,3,9,0
1252,tigela,7,7,49,0
1253,tido,18,18,324,0
1254,tibério,1,1,1,0
1255,tiberíades,1,1,1,0
1256,tiberius,1,1,1,0
1257,tiatira,4,4,16,0
1258,tiago,62,56,3472,0
1259,tia,3,3,9,0
1260,ti,140,126,17640,0
1261,thomas,1,1,1,0
1262,the,5,4,20,0
1263,teófilo,1,1,1,0
1264,textos,21,20,420,0
1265,texto,56,53,2968,0
1266,teve,124,122,15128,1
1267,teus,78,66,5148,1
1268,teu,238,194,46172,1
1269,teto,2,2,4,0
1270,testifica,1,1,1,0
1271,testes,6,6,36,0
1272,testemunhou,1,1,1,0
1273,testemunhos,5,5,25,0
1274,testemunho,140,131,18340,0
1275,testemunhas,150,146,21900,0
1276,testemunharam,1,1,1,0
1277,testemunhar,3,3,9,0
1278,testemunhamos,2,2,4,0
1279,testemunham,2,2,4,0
1280,testemunhal,3,3,9,0
1281,testemunha,28,28,784,0
1282,testem,1,1,1,0
1283,teste,14,13,182,0
1284,testas,1,1,1,0
1285,testarem,2,2,4,0
1286,testaram,2,2,4,0
1287,testar,4,4,16,0
1288,testamento,10,10,100,0
1289,testados,1,1,1,0
1290,testado,1,1,1,0
1291,testadas,1,1,1,0
1292,testada,3,3,9,0
1293,testa,11,11,121,0
1294,tessie,2,1,2,0
1295,tessalônica,3,3,9,0
1296,tessalónica,2,2,4,0
1297,tessalonicenses,4,4,16,0
1298,tesouros,24,21,504,0
1299,tesouro,34,31,1054,0
1300,tesoureiros,1,1,1,0
1301,tesoureiro,1,1,1,0
1302,tes,1,1,1,0
1303,teríamos,3,3,9,1
1304,terço,15,8,120,0
1305,terça,1,1,1,0
1306,terão,29,28,812,1
1307,terás,5,5,25,0
1308,terá,43,38,1634,1
1309,terusalémceiro,1,1,1,0
1310,terrível,9,9,81,0
1311,terríveis,2,2,4,0
1312,terror,1,1,1,0
1313,terrivelmente,1,1,1,0
1314,territórios,7,7,49,0
1315,território,33,32,1056,0
1316,territorio,2,2,4,0
1317,terrestres,1,1,1,0
1318,terrestre,11,11,121,0
1319,terrenos,7,6,42,0
1320,terreno,5,5,25,0
1321,terrenas,1,1,1,0
1322,terrena,5,5,25,0
1323,terremotos,3,3,9,0
1324,terraços,2,2,4,0
1325,terraço,5,5,25,0
1326,terras,33,29,957,0
1327,terramotos,3,3,9,0
1328,terramoto,7,6,42,0
1329,terra,696,639,444744,0
1330,ternura,3,3,9,0
1331,ternos,4,4,16,0
1332,terno,1,1,1,0
1333,ternas,3,3,9,0
1334,ternamente,8,8,64,0
1335,terna,5,5,25,0
1336,termos,38,37,1406,0
1337,termo,9,9,81,0
1338,terminávamos,1,1,1,0
1339,terminou,15,15,225,0
1340,terminem,2,2,4,0
1341,terminei,2,2,4,0
1342,termine,2,2,4,0
1343,terminava,1,1,1,0
1344,terminassem,1,1,1,0
1345,terminará,1,1,1,0
1346,terminarem,1,1,1,0
1347,terminaram,4,4,16,0
1348,terminar,12,11,132,0
1349,terminando,2,2,4,0
1350,terminam,1,1,1,0
1351,terminados,1,1,1,0
1352,terminado,6,6,36,0
1353,terminadas,1,1,1,0
1354,terminada,1,1,1,0
1355,termina,2,2,4,0
1356,teriamos,1,1,1,0
1357,teriam,29,26,754,1
1358,teria,60,56,3360,1
1359,teresa,2,2,4,0
1360,teres,3,3,9,0
1361,teremos,17,17,289,1
1362,terem,59,57,3363,0
1363,tereis,1,1,1,0
1364,terei,15,12,180,1
1365,terdes,1,1,1,0
1366,terceiro,39,39,1521,0
1367,terceira,21,21,441,0
1368,ter,755,717,541335,0
1369,teologia,1,1,1,0
1370,teocrático,7,7,49,0
1371,teocráticas,1,1,1,0
1372,teocrática,1,1,1,0
1373,tentávamos,1,1,1,0
1374,tentámos,2,2,4,0
1375,tentou,30,30,900,0
1376,tento,3,3,9,0
1377,tentemos,2,2,4,0
1378,tentem,7,7,49,0
1379,tentei,2,2,4,0
1380,tente,12,12,144,0
1381,tentações,15,14,210,0
1382,tentação,30,28,840,0
1383,tentavam,5,5,25,0
1384,tentava,4,4,16,0
1385,tentativas,1,1,1,0
1386,tentasse,1,1,1,0
1387,tentarão,1,1,1,0
1388,tentarás,1,1,1,0
1389,tentarmos,2,2,4,0
1390,tentarem,1,1,1,0
1391,tentaram,10,10,100,0
1392,tentar,38,36,1368,0
1393,tentando,13,12,156,0
1394,tentamos,10,10,100,0
1395,tentam,14,14,196,0
1396,tentados,8,8,64,0
1397,tentador,3,3,9,0
1398,tentado,14,14,196,0
1399,tenta,7,7,49,0
1400,tensões,3,3,9,0
1401,tensa,1,1,1,0
1402,tens,31,31,961,0
1403,tenros,2,2,4,0
1404,tenho,99,96,9504,1
1405,tenhas,19,19,361,0
1406,tenhamos,30,30,900,1
1407,tenham,102,99,10098,1
1408,tenhais,8,8,64,0
1409,tenha,152,138,20976,1
1410,tenebroso,1,1,1,0
1411,tendências,2,2,4,0
1412,tendência,8,8,64,0
1413,tendo,46,46,2116,0
1414,tendes,9,8,72,0
1415,tende,4,4,16,0
1416,tendas,9,9,81,0
1417,tenda,29,28,812,0
1418,temático,1,1,1,0
1419,tempos,63,62,3906,0
1420,temporários,4,4,16,0
1421,temporário,1,1,1,0
1422,temporárias,3,3,9,0
1423,temporária,1,1,1,0
1424,temporal,1,1,1,0
1425,tempo,470,447,210090,0
1426,templos,1,1,1,0
1427,templo,153,129,19737,0
1428,tempestades,3,3,9,0
1429,tempestade,15,15,225,0
1430,temperamento,8,8,64,0
1431,temperadas,1,1,1,0
1432,temos,345,336,115920,1
1433,temores,2,2,4,0
1434,temor,44,43,1892,0
1435,temo,4,4,16,0
1436,temidos,1,1,1,0
1437,temido,2,2,4,0
1438,temiam,1,1,1,0
1439,temia,5,5,25,0
1440,temeu,1,1,1,0
1441,temes,1,1,1,0
1442,temerá,1,1,1,0
1443,temerei,1,1,1,0
1444,temeram,3,3,9,0
1445,temer,11,10,110,0
1446,temendo,2,2,4,0
1447,temem,8,8,64,0
1448,temei,2,2,4,0
1449,teme,2,2,4,0
1450,temas,3,3,9,0
1451,temam,7,7,49,0
1452,tema,8,6,48,0
1453,tem,525,481,252525,1
1454,tellancourt,1,1,1,0
1455,telhas,2,2,4,0
1456,telhado,3,3,9,0
1457,telha,1,1,1,0
1458,televisão,2,2,4,0
1459,telefonou,1,1,1,0
1460,telefone,6,5,30,0
1461,telefonar,1,1,1,0
1462,teimosos,1,1,1,0
1463,teimosia,1,1,1,0
1464,teimosas,2,2,4,0
1465,teimosamente,1,1,1,0
1466,tecto,1,1,1,0
1467,tecnologia,1,1,1,0
1468,tecnicamente,1,1,1,0
1469,tecidos,3,2,6,0
1470,tecido,1,1,1,0
1471,teceram,1,1,1,0
1472,tecelões,1,1,1,0
1473,tecelão,1,1,1,0
1474,teatro,2,2,4,0
1475,teatral,1,1,1,0
1476,te,192,166,31872,1
1477,taylor,1,1,1,0
1478,taxas,3,3,9,0
1479,taxa,2,2,4,0
1480,tatyana,1,1,1,0
1481,tarso,2,2,4,0
1482,tarefas,8,8,64,0
1483,tarefa,17,17,289,0
1484,tardinha,1,1,1,0
1485,tarde,102,101,10302,0
1486,tardará,1,1,1,0
1487,taparam,3,3,9,0
1488,tapar,1,1,1,0
1489,tanzanianos,1,1,1,0
1490,tantos,13,13,169,0
1491,tanto,138,136,18768,0
1492,tantas,16,16,256,0
1493,tanta,14,14,196,0
1494,tansi,1,1,1,0
1495,tanque,2,2,4,0
1496,tangas,1,1,1,0
1497,tampa,1,1,1,0
1498,também,1273,1209,1539057,1
1499,tamborim,1,1,1,0
1500,tambores,1,1,1,0
1501,tamanho,13,11,143,0
1502,tamanha,2,2,4,0
1503,talvez,205,196,40180,0
1504,talita,2,2,4,0
1505,talho,1,1,1,0
1506,talentos,3,3,9,0
1507,talento,1,1,1,0
1508,talbot,1,1,1,0
1509,tal,43,41,1763,0
1510,tais,22,22,484,0
1511,tailândia,2,2,4,0
1512,tagarelas,1,1,1,0
1513,tagalo,4,4,16,0
1514,tadeu,1,1,1,0
1515,tabús,1,1,1,0
1516,tabus,1,1,1,0
1517,tabuinha,1,1,1,0
1518,tablets,1,1,1,0
1519,tabernáculo,15,14,210,0
1520,súplicas,19,19,361,0
1521,súplica,4,3,12,0
1522,sóstenes,1,1,1,0
1523,sós,2,2,4,0
1524,sólido,5,5,25,0
1525,sócios,2,2,4,0
1526,só,504,458,230832,1
1527,sítio,1,1,1,0
1528,sírio,1,1,1,0
1529,síria,6,6,36,0
1530,síntique,2,2,4,0
1531,sínodo,1,1,1,0
1532,símbolos,1,1,1,0
1533,símbolo,4,4,16,0
1534,sílvio,5,3,15,0
1535,sídon,10,10,100,0
1536,sê,8,8,64,0
1537,sétimo,15,13,195,0
1538,sétima,5,5,25,0
1539,sérios,6,6,36,0
1540,sério,27,27,729,0
1541,série,4,4,16,0
1542,sérias,1,1,1,0
1543,séria,8,8,64,0
1544,séculos,10,10,100,0
1545,século,39,37,1443,0
1546,sé,1,1,1,0
1547,sãs,1,1,1,0
1548,sãos,11,11,121,0
1549,são,857,759,650463,1
1550,sárdio,2,2,4,0
1551,sábios,29,29,841,0
1552,sábio,31,30,930,0
1553,sábias,2,2,4,0
1554,sábia,4,4,16,0
1555,sábados,3,3,9,0
1556,sábado,72,63,4536,0
1557,sydney,1,1,1,0
1558,sutis,1,1,1,0
1559,sutil,3,3,9,0
1560,susã,1,1,1,0
1561,sustento,8,8,64,0
1562,sustentas,1,1,1,0
1563,sustentar,12,12,144,0
1564,sustentando,1,1,1,0
1565,sustenta,2,2,4,0
1566,sussurro,1,1,1,0
1567,sussurram,1,1,1,0
1568,sussurrado,1,1,1,0
1569,suspirou,3,3,9,0
1570,suspiros,1,1,1,0
1571,suspiro,2,2,4,0
1572,suspiram,1,1,1,0
1573,suspira,1,1,1,0
1574,suspenderei,2,2,4,0
1575,suspeitas,1,1,1,0
1576,suspeitam,1,1,1,0
1577,suspeita,2,2,4,0
1578,suscita,3,3,9,0
1579,susana,1,1,1,0
1580,sus,1,1,1,0
1581,suruma,2,2,4,0
1582,surro,1,1,1,0
1583,surpresos,4,4,16,0
1584,surpreso,3,3,9,0
1585,surpresas,1,1,1,0
1586,surpresa,10,10,100,0
1587,surpreendidos,1,1,1,0
1588,surpreendeu,2,2,4,0
1589,surpreender,2,2,4,0
1590,surpreendem,1,1,1,0
1591,surpreende,3,3,9,0
1592,surpreendam,1,1,1,0
1593,surpeendidos,1,1,1,0
1594,surjam,4,4,16,0
1595,surgiu,17,17,289,0
1596,surgisse,2,2,4,0
1597,surgirão,6,6,36,0
1598,surgirá,1,1,1,0
1599,surgirem,3,3,9,0
1600,surgiram,12,12,144,0
1601,surgir,24,24,576,0
1602,surgindo,1,1,1,0
1603,surgem,21,21,441,0
1604,surge,5,5,25,0
1605,surdos,6,6,36,0
1606,surdo,3,3,9,0
1607,suprirá,1,1,1,0
1608,supriram,1,1,1,0
1609,suprimem,1,1,1,0
1610,suprime,1,1,1,0
1611,suprido,2,2,4,0
1612,supremos,2,2,4,0
1613,supremo,11,11,121,0
1614,supremas,1,1,1,0
1615,suprema,4,4,16,0
1616,suprem,1,1,1,0
1617,supranuclear,1,1,1,0
1618,supra,2,1,2,0
1619,supostamente,1,1,1,0
1620,suportável,5,5,25,0
1621,suportámos,1,1,1,0
1622,suportou,7,7,49,0
1623,suporto,1,1,1,0
1624,suportei,1,1,1,0
1625,suporte,5,5,25,0
1626,suportaste,1,1,1,0
1627,suportassem,1,1,1,0
1628,suportar,43,42,1806,0
1629,suportando,5,5,25,0
1630,suportamos,3,3,9,0
1631,suportam,5,3,15,0
1632,suporta,4,4,16,0
1633,suponho,2,2,4,0
1634,suponhamos,3,3,9,0
1635,supliquei,2,2,4,0
1636,suplicou,2,2,4,0
1637,suplico,1,1,1,0
1638,suplicava,4,4,16,0
1639,suplicaste,2,2,4,0
1640,suplicas,1,1,1,0
1641,suplicar,5,5,25,0
1642,suplicando,2,2,4,0
1643,suplicamos,2,2,4,0
1644,supervisão,2,2,4,0
1645,supervisores,2,2,4,0
1646,supervisor,1,1,1,0
1647,supervisionar,1,1,1,0
1648,supervisiona,2,2,4,0
1649,superou,1,1,1,0
1650,superioridade,2,2,4,0
1651,superiores,15,13,195,0
1652,superiora,2,2,4,0
1653,superior,15,15,225,0
1654,superintendentes,13,13,169,0
1655,superintendente,22,21,462,0
1656,superfície,7,7,49,0
1657,superficial,1,1,1,0
1658,superficiais,1,1,1,0
1659,superem,1,1,1,0
1660,superaram,1,1,1,0
1661,superar,11,11,121,0
1662,superapóstolos,1,1,1,0
1663,superam,1,1,1,0
1664,superabundante,1,1,1,0
1665,supepovoadas,1,1,1,0
1666,suor,3,3,9,0
1667,sumptuosas,1,1,1,0
1668,sumos,16,16,256,0
1669,sumo,52,50,2600,0
1670,sumido,1,1,1,0
1671,sumia,1,1,1,0
1672,sumaria,1,1,1,0
1673,sul,68,66,4488,0
1674,sujos,2,2,4,0
1675,sujidade,2,2,4,0
1676,sujeição,6,6,36,0
1677,sujeitou,5,5,25,0
1678,sujeitos,14,14,196,0
1679,sujeito,13,13,169,0
1680,sujeitem,1,1,1,0
1681,sujeitas,4,4,16,0
1682,sujeitarão,1,1,1,0
1683,sujeitará,1,1,1,0
1684,sujeitarem,1,1,1,0
1685,sujeitaram,1,1,1,0
1686,sujeitar,3,3,9,0
1687,sujeita,6,5,30,0
1688,sujas,2,2,4,0
1689,sujar,1,1,1,0
1690,sujamos,1,1,1,0
1691,suja,1,1,1,0
1692,suicidou,1,1,1,0
1693,sugiro,1,1,1,0
1694,sugestões,15,15,225,0
1695,sugestão,4,4,16,0
1696,sugeriu,9,9,81,0
1697,sugerissem,1,1,1,0
1698,sugerir,1,1,1,0
1699,sugeri,1,1,1,0
1700,sugere,1,1,1,0
1701,sugar,1,1,1,0
1702,sufrágio,1,1,1,0
1703,sufocar,5,5,25,0
1704,sufocante,1,1,1,0
1705,sufocam,4,4,16,0
1706,sufocados,1,1,1,0
1707,sufocado,1,1,1,0
1708,suficientes,2,2,4,0
1709,suficientemente,4,3,12,0
1710,suficiente,29,29,841,0
1711,suez,1,1,1,0
1712,suetônio,1,1,1,0
1713,sudão,1,1,1,0
1714,sudoeste,1,1,1,0
1715,sudeste,1,1,1,0
1716,sucumbir,1,1,1,0
1717,suco,1,1,1,0
1718,sucessão,2,2,4,0
1719,sucessores,2,2,4,0
1720,sucessora,1,1,1,0
1721,sucessor,5,4,20,0
1722,sucesso,5,5,25,0
1723,sucedido,1,1,1,0
1724,sucata,1,1,1,0
1725,subverter,1,1,1,0
1726,subtilmente,1,1,1,0
1727,substitutos,1,1,1,0
1728,substituissem,1,1,1,0
1729,substituir,2,2,4,0
1730,substituindo,1,1,1,0
1731,subsistência,1,1,1,0
1732,subsiste,1,1,1,0
1733,suborno,2,2,4,0
1734,subornaram,1,1,1,0
1735,submissão,2,2,4,0
1736,submissos,5,5,25,0
1737,submissa,1,1,1,0
1738,submetidos,4,4,16,0
1739,submetido,4,4,16,0
1740,submetidas,1,1,1,0
1741,submetida,1,1,1,0
1742,submetestes,1,1,1,0
1743,submeterá,1,1,1,0
1744,submeter,2,2,4,0
1745,submetendo,2,2,4,0
1746,submetem,3,3,9,0
1747,submetei,2,2,4,0
1748,submete,2,2,4,0
1749,sublime,2,2,4,0
1750,sublevar,1,1,1,0
1751,subiu,18,17,306,0
1752,subitamente,1,1,1,0
1753,subirá,2,2,4,0
1754,subiria,1,1,1,0
1755,subiram,12,12,144,0
1756,subir,16,15,240,0
1757,subindo,5,5,25,0
1758,subida,2,2,4,0
1759,subiam,3,3,9,0
1760,subia,1,1,1,0
1761,subi,6,5,30,0
1762,subamos,1,1,1,0
1763,subam,1,1,1,0
1764,suaves,1,1,1,0
1765,suave,9,9,81,0
1766,suasinstituições,1,1,1,0
1767,suas,420,400,168000,1
1768,sua,1669,1482,2473458,1
1769,su,1,1,1,0
1770,stuis,1,1,1,0
1771,steven,3,3,9,0
1772,stephen,2,2,4,0
1773,stephany,2,2,4,0
1774,stephanie,2,2,4,0
1775,steele,2,2,4,0
1776,stanley,4,4,16,0
1777,stamford,1,1,1,0
1778,stam,1,1,1,0
1779,sranantongo,5,4,20,0
1780,sr,1,1,1,0
1781,splane,1,1,1,0
1782,sozos,2,2,4,0
1783,sozinhos,15,15,225,0
1784,sozinho,47,47,2209,0
1785,sozinhas,1,1,1,0
1786,sozinha,7,7,49,0
1787,soviético,1,1,1,0
1788,soviética,11,10,110,0
1789,south,2,2,4,0
1790,soucy,1,1,1,0
1791,soubéssemos,1,1,1,0
1792,soubessem,4,4,16,0
1793,soubesse,10,10,100,0
1794,souberam,8,8,64,0
1795,souber,1,1,1,0
1796,soube,13,12,156,0
1797,sou,169,155,26195,1
1798,sotavento,1,1,1,0
1799,sossego,1,1,1,0
1800,sossegados,1,1,1,0
1801,sossegado,3,3,9,0
1802,sossegada,2,2,4,0
1803,sos,1,1,1,0
1804,sortes,2,2,4,0
1805,sorte,5,4,20,0
1806,sorriso,1,1,1,0
1807,sorrindo,1,1,1,0
1808,sorria,1,1,1,0
1809,sorrateiramente,2,2,4,0
1810,soro,1,1,1,0
1811,soproulhe,1,1,1,0
1812,soprou,3,3,9,0
1813,sopro,3,3,9,0
1814,soprava,1,1,1,0
1815,soprasse,1,1,1,0
1816,sopraram,2,2,4,0
1817,soprar,2,2,4,0
1818,sopra,2,2,4,0
1819,sons,1,1,1,0
1820,sono,14,14,196,0
1821,sonny,1,1,1,0
1822,sonhou,1,1,1,0
1823,sonhos,9,9,81,0
1824,sonho,17,15,255,0
1825,sonhei,1,1,1,0
1826,sonhar,2,2,4,0
1827,sondais,1,1,1,0
1828,somos,254,234,59436,1
1829,somente,64,60,3840,0
1830,sombrios,1,1,1,0
1831,sombrio,4,4,16,0
1832,sombras,1,1,1,0
1833,sombra,17,17,289,0
1834,som,38,29,1102,0
1835,solução,8,8,64,0
1836,soltou,6,6,36,0
1837,soltos,3,3,9,0
1838,solto,8,8,64,0
1839,solteiros,3,3,9,0
1840,solteiro,4,4,16,0
1841,solteira,1,1,1,0
1842,solte,2,2,4,0
1843,soltasse,1,1,1,0
1844,soltares,1,1,1,0
1845,soltarem,1,1,1,0
1846,soltaram,2,2,4,0
1847,soltar,2,2,4,0
1848,soltai,1,1,1,0
1849,solta,1,1,1,0
1850,solo,38,34,1292,0
1851,solitários,1,1,1,0
1852,solitárias,1,1,1,0
1853,solidários,4,4,16,0
1854,solidário,2,2,4,0
1855,solidárias,1,1,1,0
1856,solidarizar,1,1,1,0
1857,solidariedade,10,10,100,0
1858,solicitude,3,3,9,0
1859,solicitartítulos,1,1,1,0
1860,solicitaremos,1,1,1,0
1861,solicitamos,2,1,2,0
1862,solenemente,3,3,9,0
1863,solene,4,4,16,0
1864,soldados,32,30,960,0
1865,soldado,8,6,48,0
1866,solar,1,1,1,0
1867,sol,50,48,2400,0
1868,sois,13,13,169,0
1869,sogros,1,1,1,0
1870,sogro,1,1,1,0
1871,sogra,8,7,56,0
