id,Label,tf,df,tdf,stopword
15969,analisou,1,1,1,0
15970,analise,2,2,4,0
15971,analisar,18,18,324,0
15972,analisando,1,1,1,0
15973,analfabetos,1,1,1,0
15974,anakhurupuwa,1,1,1,0
15975,anahako,1,1,1,0
15976,ana,48,46,2208,0
15977,amós,6,6,36,0
15978,américa,4,4,16,0
15979,amém,25,25,625,0
15980,amável,1,1,1,0
15981,amulima,1,1,1,0
15982,amplíato,1,1,1,0
15983,ampliaram,2,2,4,0
15984,ampliam,1,1,1,0
15985,amplamente,4,3,12,0
15986,ampla,2,2,4,0
15987,amparo,2,2,4,0
15988,amparem,1,1,1,0
15989,amparará,3,3,9,0
15990,ampara,1,1,1,0
15991,amp,366,121,44286,0
15992,amou,41,41,1681,0
15993,amotinar,1,1,1,0
15994,amos,1,1,1,0
15995,amorteçam,1,1,1,0
15996,amorreus,1,1,1,0
15997,amorosos,11,11,121,0
15998,amoroso,53,53,2809,0
15999,amorosas,1,1,1,0
16000,amorosamente,1,1,1,0
16001,amorosa,14,14,196,0
16002,amor,733,645,472785,0
16003,amontou,1,1,1,0
16004,amontoarás,1,1,1,0
16005,amontoam,1,1,1,0
16006,amonitas,5,5,25,0
16007,amolece,1,1,1,0
16008,amo,24,23,552,0
16009,amizades,3,3,9,0
16010,amizade,165,156,25740,0
16011,amistosas,1,1,1,0
16012,amirekoni,2,2,4,0
16013,amigável,3,3,9,0
16014,amigos,169,164,27716,0
16015,amigo,134,127,17018,0
16016,amigavelmente,1,1,1,0
16017,amigas,7,7,49,0
16018,amiga,6,6,36,0
16019,ametista,1,1,1,0
16020,amendoim,3,3,9,0
16021,amemos,9,9,81,0
16022,amem,10,10,100,0
16023,amei,5,5,25,0
16024,amedrontou,1,1,1,0
16025,amedrontará,1,1,1,0
16026,amedrontado,1,1,1,0
16027,ameaçou,9,9,81,0
16028,ameaçavam,2,2,4,0
16029,ameaçava,3,3,9,0
16030,ameaças,10,10,100,0
16031,ameaçariam,1,1,1,0
16032,ameaçaram,2,2,4,0
16033,ameaçar,2,2,4,0
16034,ameaçando,1,1,1,0
16035,ameaçamos,1,1,1,0
16036,ameaçados,1,1,1,0
16037,ameaçado,6,6,36,0
16038,ameaçadas,1,1,1,0
16039,ameaçada,1,1,1,0
16040,ameaça,2,2,4,0
16041,ameace,1,1,1,0
16042,ame,16,16,256,0
16043,amburgh,1,1,1,0
16044,ambulantes,1,1,1,0
16045,ambulante,1,1,1,0
16046,ambos,17,17,289,0
16047,ambição,2,2,4,0
16048,ambiente,16,16,256,0
16049,ambiciono,1,1,1,0
16050,ambas,1,1,1,0
16051,amavele,2,2,4,0
16052,amavam,6,6,36,0
16053,amava,36,36,1296,0
16054,amaste,3,2,6,0
16055,amassem,2,2,4,0
16056,amas,1,1,1,0
16057,amarão,2,1,2,0
16058,amarás,2,2,4,0
16059,amará,6,6,36,0
16060,amarrou,3,3,9,0
16061,amarre,2,2,4,0
16062,amarras,1,1,1,0
16063,amarrares,1,1,1,0
16064,amarrarem,1,1,1,0
16065,amarraram,2,2,4,0
16066,amarram,1,1,1,0
16067,amarrados,3,3,9,0
16068,amarrado,10,9,90,0
16069,amarrada,4,4,16,0
16070,amarmos,8,8,64,0
16071,amariam,3,3,9,0
16072,amaria,2,2,4,0
16073,amargurado,1,1,1,0
16074,amargura,1,1,1,0
16075,amargo,4,4,16,0
16076,amargas,2,2,4,0
16077,amargamente,2,2,4,0
16078,amarga,10,10,100,0
16079,amarem,6,6,36,0
16080,amarelos,1,1,1,0
16081,amarelas,2,2,4,0
16082,amarei,2,2,4,0
16083,amardes,1,1,1,0
16084,amaram,1,1,1,0
16085,amar,91,90,8190,0
16086,amanhã,21,18,378,0
16087,amanheceu,5,5,25,0
16088,amanhecer,8,8,64,0
16089,amando,5,5,25,0
16090,amamos,58,56,3248,0
16091,amamentarem,3,3,9,0
16092,amamentaram,3,3,9,0
16093,amamentado,1,1,1,0
16094,amamenta,1,1,1,0
16095,amama,1,1,1,0
16096,amam,46,39,1794,0
16097,amalequitas,3,3,9,0
16098,amale,1,1,1,0
16099,amaldiçõe,1,1,1,0
16100,amaldiçoem,1,1,1,0
16101,amaldiçoeis,1,1,1,0
16102,amaldiçoe,1,1,1,0
16103,amaldiçoaste,1,1,1,0
16104,amaldiçoasse,1,1,1,0
16105,amaldiçoar,2,2,4,0
16106,amaldiçoamos,1,1,1,0
16107,amaldiçoam,1,1,1,0
16108,amaldiçoados,1,1,1,0
16109,amaldiçoado,7,7,49,0
16110,amaldiçoadas,2,2,4,0
16111,amaldiçoa,1,1,1,0
16112,amaldigoo,1,1,1,0
16113,amais,3,3,9,0
16114,amainou,1,1,1,0
16115,amai,4,4,16,0
16116,amadurecer,1,1,1,0
16117,amadurece,1,1,1,0
16118,amados,52,52,2704,0
16119,amado,54,53,2862,0
16120,amada,8,7,56,0
16121,ama,151,145,21895,0
16122,alívio,8,8,64,0
16123,alínes,1,1,1,0
16124,alíneas,1,1,1,0
16125,alí,19,19,361,0
16126,além,259,259,67081,0
16127,alvos,9,9,81,0
16128,alvoroço,6,6,36,0
16129,alvo,23,23,529,0
16130,alvenaria,1,1,1,0
16131,alunos,5,4,20,0
16132,aluno,3,2,6,0
16133,aluguei,2,2,4,0
16134,alugava,1,1,1,0
16135,alugar,1,1,1,0
16136,alugada,2,2,4,0
16137,aludindo,1,1,1,0
16138,alua,1,1,1,0
16139,altíssimo,14,14,196,0
16140,alturas,5,5,25,0
16141,altura,12,12,144,0
16142,altos,6,6,36,0
16143,alto,39,38,1482,0
16144,altivos,1,1,1,0
16145,altivas,1,1,1,0
16146,altissimo,3,3,9,0
16147,alternativo,1,1,1,0
16148,alternadamente,1,1,1,0
16149,alterado,1,1,1,0
16150,altas,1,1,1,0
16151,altares,2,2,4,0
16152,altar,42,34,1428,0
16153,altamente,1,1,1,0
16154,alta,31,31,961,0
16155,alpinista,2,2,4,0
16156,alongam,1,1,1,0
16157,alojamento,3,3,9,0
16158,almoço,2,2,4,0
16159,almas,3,3,9,0
16160,alma,34,33,1122,0
16161,aliás,4,4,16,0
16162,aliviará,1,1,1,0
16163,aliviares,1,1,1,0
16164,aliviar,8,8,64,0
16165,aliviado,2,2,4,0
16166,aliviada,2,2,4,0
16167,alistou,1,1,1,0
16168,alistar,2,2,4,0
16169,alistam,1,1,1,0
16170,alistados,2,2,4,0
16171,alistado,1,1,1,0
16172,alista,1,1,1,0
16173,alisadas,1,1,1,0
16174,alimentou,1,1,1,0
16175,alimentos,19,18,342,0
16176,alimento,61,56,3416,0
16177,alimentação,9,9,81,0
16178,alimentarem,1,1,1,0
16179,alimentar,10,10,100,0
16180,alimentando,2,2,4,0
16181,alimentais,1,1,1,0
16182,alimentados,1,1,1,0
16183,alimentado,2,2,4,0
16184,alimentadas,1,1,1,0
16185,alimentada,2,2,4,0
16186,alimenta,4,3,12,0
16187,alima,1,1,1,0
16188,alienada,1,1,1,0
16189,alicerces,10,10,100,0
16190,alicerce,23,21,483,0
16191,aliança,74,71,5254,0
16192,aliados,13,12,156,0
16193,aliado,1,1,1,0
16194,ali,117,115,13455,0
16195,alheios,1,1,1,0
16196,alheias,1,1,1,0
16197,alguém,418,394,164692,0
16198,alguns,467,457,213419,0
16199,algumas,137,135,18495,0
16200,alguma,102,100,10200,0
16201,algum,145,133,19285,0
16202,algodão,8,8,64,0
16203,algo,206,204,42024,0
16204,alfredo,1,1,1,0
16205,alforge,6,6,36,0
16206,alfeu,4,4,16,0
16207,alfarrobas,1,1,1,0
16208,alfabetização,1,1,1,0
16209,alfa,1,1,1,0
16210,alexandre,3,3,9,0
16211,alertou,4,4,16,0
16212,alertas,13,13,169,0
16213,alertar,1,1,1,0
16214,alertam,1,1,1,0
16215,alertado,2,2,4,0
16216,alerta,20,20,400,0
16217,alemão,7,7,49,0
16218,alemã,1,1,1,0
16219,alemanha,16,16,256,0
16220,aleksandar,1,1,1,0
16221,aleijados,7,7,49,0
16222,aleijado,3,3,9,0
16223,alegrou,2,2,4,0
16224,alegro,1,1,1,0
16225,alegrias,16,16,256,0
16226,alegria,254,244,61976,0
16227,alegres,21,21,441,0
16228,alegremente,5,5,25,0
16229,alegrem,5,5,25,0
16230,alegreis,1,1,1,0
16231,alegrei,2,2,4,0
16232,alegre,12,12,144,0
16233,alegravam,1,1,1,0
16234,alegrava,1,1,1,0
16235,alegrassem,1,1,1,0
16236,alegrarão,3,3,9,0
16237,alegrará,1,1,1,0
16238,alegrarnos,1,1,1,0
16239,alegraram,1,1,1,0
16240,alegrar,11,10,110,0
16241,alegramos,4,4,16,0
16242,alegram,4,4,16,0
16243,alegraivos,1,1,1,0
16244,alegra,13,13,169,0
16245,aldo,5,5,25,0
16246,aldeias,19,19,361,0
16247,aldeia,42,36,1512,0
16248,alcoólica,1,1,1,0
16249,alcançou,2,2,4,0
16250,alcançaram,1,1,1,0
16251,alcançar,30,29,870,0
16252,alcançando,3,3,9,0
16253,alcançam,1,1,1,0
16254,alcançado,1,1,1,0
16255,alcancemos,1,1,1,0
16256,alcancem,2,2,4,0
16257,alcance,6,6,36,0
16258,albisto,4,3,12,0
16259,alberto,5,4,20,0
16260,alarmados,1,1,1,0
16261,alain,1,1,1,0
16262,alabastro,3,3,9,0
16263,akhurupuwa,1,1,1,0
16264,ajustes,13,13,169,0
16265,ajuste,1,1,1,0
16266,ajustar,3,3,9,0
16267,ajustada,1,1,1,0
16268,ajuntou,1,1,1,0
16269,ajuntem,1,1,1,0
16270,ajuntarão,2,2,4,0
16271,ajuntará,2,2,4,0
16272,ajuntariam,1,1,1,0
16273,ajuntaram,2,2,4,0
16274,ajuntar,1,1,1,0
16275,ajuntando,1,1,1,0
16276,ajuntam,1,1,1,0
16277,ajuntados,2,2,4,0
16278,ajuntado,2,2,4,0
16279,ajunta,4,4,16,0
16280,ajuizado,1,1,1,0
16281,ajudár,1,1,1,0
16282,ajudá,7,6,42,0
16283,ajudou,123,120,14760,0
16284,ajudemos,2,2,4,0
16285,ajudem,4,4,16,0
16286,ajude,27,27,729,0
16287,ajudavam,4,4,16,0
16288,ajudava,9,9,81,0
16289,ajudassem,3,3,9,0
16290,ajudasse,5,5,25,0
16291,ajudas,8,7,56,0
16292,ajudarão,5,5,25,0
16293,ajudará,15,15,225,0
16294,ajudarmos,4,4,16,0
16295,ajudariam,3,3,9,0
16296,ajudaria,9,9,81,0
16297,ajudaremos,2,2,4,0
16298,ajudarem,3,3,9,0
16299,ajudarei,1,1,1,0
16300,ajudaram,28,28,784,0
16301,ajudar,452,440,198880,0
16302,ajudantes,1,1,1,0
16303,ajudante,3,3,9,0
16304,ajudando,21,21,441,0
16305,ajudamos,12,12,144,0
16306,ajudam,58,55,3190,0
16307,ajudai,1,1,1,0
16308,ajudados,3,3,9,0
16309,ajudadora,6,6,36,0
16310,ajudador,4,4,16,0
16311,ajudado,21,21,441,0
16312,ajudadas,2,2,4,0
16313,ajuda,347,337,116939,0
16314,ajoelhou,1,1,1,0
16315,ajoelhares,1,1,1,0
16316,ajoelharam,1,1,1,0
16317,ajoelhado,1,1,1,0
16318,ajo,3,3,9,0
16319,ajeitou,1,1,1,0
16320,ajam,2,2,4,0
16321,aja,1,1,1,0
16322,aitofel,2,2,4,0
16323,ais,1,1,1,0
16324,aios,4,4,16,0
16325,aio,21,21,441,0
16326,ainda,372,365,135780,0
16327,ai,37,30,1110,0
16328,ahatisa,1,1,1,0
16329,ah,9,9,81,0
16330,agência,1,1,1,0
16331,agápe,3,3,9,0
16332,agulha,3,3,9,0
16333,aguilhão,3,2,6,0
16334,aguentava,4,4,16,0
16335,aguentaria,1,1,1,0
16336,aguentaram,1,1,1,0
16337,aguentar,6,6,36,0
16338,aguentando,1,1,1,0
16339,aguardavam,5,5,25,0
16340,aguardava,5,5,25,0
16341,aguardarem,1,1,1,0
16342,aguardaram,1,1,1,0
16343,aguardar,2,2,4,0
16344,aguardando,3,3,9,0
16345,aguardamos,6,6,36,0
16346,aguardam,4,4,16,0
16347,aguarda,3,3,9,0
16348,agrupamento,1,1,1,0
16349,agrupadas,1,1,1,0
16350,agricultura,2,2,4,0
16351,agressores,1,1,1,0
16352,agressor,1,1,1,0
16353,agressivo,1,1,1,0
16354,agressivas,2,2,4,0
16355,agredido,1,1,1,0
16356,agravar,1,1,1,0
16357,agradável,20,20,400,0
16358,agradáveis,1,1,1,0
16359,agradou,9,9,81,0
16360,agrado,6,6,36,0
16361,agradeço,8,8,64,0
16362,agradeçamos,1,1,1,0
16363,agradeçam,2,2,4,0
16364,agradeça,1,1,1,0
16365,agradem,1,1,1,0
16366,agradecimentos,7,6,42,0
16367,agradecimento,5,5,25,0
16368,agradecida,1,1,1,0
16369,agradeciam,2,2,4,0
16370,agradeceu,5,4,20,0
16371,agradeceram,2,2,4,0
16372,agradecer,25,25,625,0
16373,agradecendo,4,4,16,0
16374,agradecemos,7,7,49,0
16375,agradecem,1,1,1,0
16376,agradece,2,1,2,0
16377,agrade,3,3,9,0
16378,agradava,4,4,16,0
16379,agradaste,2,2,4,0
16380,agradasse,1,1,1,0
16381,agradarmos,1,1,1,0
16382,agradarem,1,1,1,0
16383,agradarei,1,1,1,0
16384,agradara,1,1,1,0
16385,agradar,51,50,2550,0
16386,agradando,2,2,4,0
16387,agradam,4,4,16,0
16388,agrada,22,21,462,0
16389,agosto,6,6,36,0
16390,agostinho,2,2,4,0
16391,agora,355,343,121765,0
16392,agonia,1,1,1,0
16393,ago,5,5,25,0
16394,aglomeravam,1,1,1,0
16395,aglomeraram,1,1,1,0
16396,aglome,1,1,1,0
16397,agiu,17,17,289,0
16398,agitação,3,3,9,0
16399,agitava,2,2,4,0
16400,agitado,1,1,1,0
16401,agitada,4,4,16,0
16402,agistes,1,1,1,0
16403,agirão,1,1,1,0
16404,agirá,1,1,1,0
16405,agirvola,1,1,1,0
16406,agirmos,3,3,9,0
16407,agiram,3,3,9,0
16408,agira,3,3,9,0
16409,agir,61,61,3721,0
16410,agindo,6,6,36,0
16411,agido,3,3,9,0
16412,agiam,4,4,16,0
16413,agia,1,1,1,0
16414,ageu,1,1,1,0
16415,agente,3,3,9,0
16416,agenda,1,1,1,0
16417,agem,6,6,36,0
16418,age,21,21,441,0
16419,agarrou,2,2,4,0
16420,agarrei,2,2,4,0
16421,agarrarão,4,2,8,0
16422,agarrariam,1,1,1,0
16423,agarraram,3,3,9,0
16424,agarrar,1,1,1,0
16425,agarram,1,1,1,0
16426,agarrados,2,2,4,0
16427,agarra,1,1,1,0
16428,agar,11,8,88,0
16429,afundando,1,1,1,0
16430,afundam,1,1,1,0
16431,afundado,1,1,1,0
16432,africanos,9,9,81,0
16433,africano,1,1,1,0
16434,africanas,3,3,9,0
16435,africana,1,1,1,0
16436,afogassem,1,1,1,0
16437,afogasse,1,1,1,0
16438,afogaram,1,1,1,0
16439,afogando,1,1,1,0
16440,afluíram,1,1,1,0
16441,aflições,1,1,1,0
16442,aflição,26,26,676,0
16443,aflitos,5,5,25,0
16444,aflito,9,9,81,0
16445,aflitiva,3,3,9,0
16446,aflitas,1,1,1,0
16447,aflita,1,1,1,0
16448,aflijais,1,1,1,0
16449,afligiu,1,1,1,0
16450,afligirá,1,1,1,0
16451,afligidos,2,2,4,0
16452,afixação,1,1,1,0
16453,afirmou,1,1,1,0
16454,afirmem,2,2,4,0
16455,afirme,1,1,1,0
16456,afirmação,2,2,4,0
16457,afirmavam,7,7,49,0
16458,afirmassem,1,1,1,0
16459,afirmar,3,3,9,0
16460,afirmando,1,1,1,0
16461,afirmam,1,1,1,0
16462,afirmado,1,1,1,0
16463,afirma,5,5,25,0
16464,afinal,25,25,625,0
16465,afiliando,1,1,1,0
16466,afilhados,1,1,1,0
16467,afiada,5,4,20,0
16468,afetou,5,5,25,0
16469,afeto,6,4,24,0
16470,afetaria,2,2,4,0
16471,afetar,13,13,169,0
16472,afetando,2,2,4,0
16473,afetam,4,4,16,0
16474,afetados,1,1,1,0
16475,afetado,3,3,9,0
16476,afetadas,1,1,1,0
16477,afetada,1,1,1,0
16478,afeta,6,6,36,0
16479,afeição,10,9,90,0
16480,afeiçoaivos,1,1,1,0
16481,afectam,1,1,1,0
16482,afazeres,3,3,9,0
16483,afastou,3,3,9,0
16484,afastemos,3,3,9,0
16485,afastem,1,1,1,0
16486,afasteis,2,2,4,0
16487,afaste,4,4,16,0
16488,afastavam,2,2,4,0
16489,afastava,2,2,4,0
16490,afastassem,1,1,1,0
16491,afastasse,6,6,36,0
16492,afastará,2,2,4,0
16493,afastarmos,1,1,1,0
16494,afastaria,1,1,1,0
16495,afastarem,2,2,4,0
16496,afastaram,8,8,64,0
16497,afastar,13,13,169,0
16498,afastando,1,1,1,0
16499,afastamos,2,2,4,0
16500,afastam,1,1,1,0
16501,afastados,3,3,9,0
16502,afastado,2,2,4,0
16503,afastada,1,1,1,0
16504,afasta,8,8,64,0
16505,adúlteros,4,4,16,0
16506,adúlteras,1,1,1,0
16507,adúltera,5,4,20,0
16508,adão,113,100,11300,0
16509,advogados,1,1,1,0
16510,advogado,7,7,49,0
16511,advirtam,1,1,1,0
16512,advertências,1,1,1,0
16513,advertência,1,1,1,0
16514,advertiu,1,1,1,0
16515,advertindo,1,1,1,0
16516,advertimos,1,1,1,0
16517,adverti,2,2,4,0
16518,adversários,1,1,1,0
16519,adversário,7,6,42,0
16520,advento,1,1,1,0
16521,adultérios,2,2,4,0
16522,adultério,31,27,837,0
16523,adultos,20,19,380,0
16524,adulto,5,5,25,0
16525,adulteramos,1,1,1,0
16526,adulterado,1,1,1,0
16527,adultera,1,1,1,0
16528,adultas,1,1,1,0
16529,adulta,1,1,1,0
16530,adquiro,1,1,1,0
16531,adquirir,2,2,4,0
16532,adquirido,9,8,72,0
16533,adquiri,1,1,1,0
16534,adquirem,4,4,16,0
16535,adquiram,1,1,1,0
16536,adoção,5,5,25,0
16537,adotivo,2,2,4,0
16538,adotar,1,1,1,0
16539,adotados,2,2,4,0
16540,adorou,1,1,1,0
16541,adorno,2,1,2,0
16542,adornem,1,1,1,0
16543,adornavam,1,1,1,0
16544,adornando,1,1,1,0
16545,adornada,2,2,4,0
16546,adormecido,4,4,16,0
16547,adormeceu,4,4,16,0
16548,adormeceram,7,7,49,0
16549,adormecer,2,2,4,0
16550,adorem,2,2,4,0
16551,adore,1,1,1,0
16552,adoração,74,70,5180,0
16553,adoravam,16,14,224,0
16554,adorava,6,6,36,0
16555,adorasse,2,2,4,0
16556,adorarão,3,3,9,0
16557,adorarás,1,1,1,0
16558,adorará,1,1,1,0
16559,adorarmos,6,6,36,0
16560,adorariam,1,1,1,0
16561,adoraremos,1,1,1,0
16562,adorarem,2,2,4,0
16563,adoraram,4,4,16,0
16564,adorar,58,55,3190,0
16565,adorando,5,5,25,0
16566,adoramos,2,2,4,0
16567,adoram,6,6,36,0
16568,adorai,1,1,1,0
16569,adoradores,18,18,324,0
16570,adorador,1,1,1,0
16571,adorado,5,5,25,0
16572,adora,4,4,16,0
16573,adoptados,1,1,1,0
16574,adoptada,1,1,1,0
16575,adolescência,1,1,1,0
16576,adolescentes,8,7,56,0
16577,adolescente,1,1,1,0
16578,adoeceu,3,3,9,0
16579,adoeceres,1,1,1,0
16580,adoeceram,1,1,1,0
16581,adoecem,1,1,1,0
16582,adoece,1,1,1,0
16583,ado,1,1,1,0
16584,admitiu,9,9,81,0
16585,admitir,1,1,1,0
16586,admitidos,1,1,1,0
16587,admite,4,4,16,0
16588,admissão,1,1,1,0
16589,admirem,2,2,4,0
16590,admiração,9,8,72,0
16591,admirava,1,1,1,0
16592,admirar,11,11,121,0
16593,admiramos,6,6,36,0
16594,admirados,16,16,256,0
16595,admirado,6,6,36,0
16596,admiradas,3,3,9,0
16597,admirada,1,1,1,0
16598,administração,4,4,16,0
16599,administravam,1,1,1,0
16600,administrativas,1,1,1,0
16601,administrar,3,3,9,0
16602,administradores,6,6,36,0
16603,administradordo,1,1,1,0
16604,administrador,15,15,225,0
16605,adjuntos,1,1,1,0
16606,adivinhos,2,2,4,0
16607,adivinho,6,6,36,0
16608,adivinhação,2,2,4,0
16609,adivinhar,2,2,4,0
16610,adicionais,2,2,4,0
16611,adiantou,1,1,1,0
16612,adiante,12,12,144,0
16613,adiantados,2,2,4,0
16614,adianta,11,11,121,0
16615,adiando,4,4,16,0
16616,adiamos,1,1,1,0
16617,adesão,1,1,1,0
16618,aderisse,1,1,1,0
16619,aderia,2,2,4,0
16620,adequado,2,2,4,0
16621,adequadamente,1,1,1,0
16622,ademais,1,1,1,0
16623,adaptarem,1,1,1,0
16624,adaptaram,2,2,4,0
16625,adaptar,7,7,49,0
16626,acúmulo,1,1,1,0
16627,acções,6,6,36,0
16628,acção,7,7,49,0
16629,acusou,1,1,1,0
16630,acusem,1,1,1,0
16631,acusações,7,7,49,0
16632,acusação,15,15,225,0
16633,acusavam,1,1,1,0
16634,acusava,1,1,1,0
16635,acusarem,2,2,4,0
16636,acusaram,1,1,1,0
16637,acusar,2,2,4,0
16638,acusam,2,2,4,0
16639,acusados,3,3,9,0
16640,acusadores,1,1,1,0
16641,acusador,3,3,9,0
16642,acusado,9,8,72,0
16643,acusadas,1,1,1,0
16644,acusada,1,1,1,0
16645,acusa,4,4,16,0
16646,acumulem,2,2,4,0
16647,acumulavam,1,1,1,0
16648,acumulava,1,1,1,0
16649,acumulaste,1,1,1,0
16650,acumularia,1,1,1,0
16651,acumularam,1,1,1,0
16652,acumular,5,5,25,0
16653,acumulando,1,1,1,0
16654,acumulam,1,1,1,0
16655,acumulado,2,2,4,0
16656,acumula,1,1,1,0
16657,actuou,1,1,1,0
16658,actue,1,1,1,0
16659,actualmente,1,1,1,0
16660,actual,5,5,25,0
16661,actuais,4,4,16,0
16662,actos,13,13,169,0
16663,acto,4,3,12,0
16664,actividades,2,2,4,0
16665,actividade,3,3,9,0
16666,activamente,3,3,9,0
16667,acréscimos,1,1,1,0
16668,acrescentou,14,14,196,0
16669,acrescentava,2,2,4,0
16670,acrescentar,10,10,100,0
16671,acrescentando,1,1,1,0
16672,acrescentado,1,1,1,0
16673,acrescentadas,5,5,25,0
16674,acrescentada,2,2,4,0
16675,acrescenta,6,6,36,0
16676,acreditou,12,12,144,0
16677,acredito,5,5,25,0
16678,acreditemos,1,1,1,0
16679,acreditem,11,11,121,0
16680,acredite,3,3,9,0
16681,acreditavam,22,22,484,0
16682,acreditava,11,11,121,0
16683,acreditaste,1,1,1,0
16684,acreditassem,2,2,4,0
16685,acreditas,1,1,1,0
16686,acreditarmos,4,4,16,0
16687,acreditariam,1,1,1,0
16688,acreditarem,1,1,1,0
16689,acreditareis,1,1,1,0
16690,acreditaram,14,13,182,0
16691,acreditar,48,47,2256,0
16692,acreditaque,1,1,1,0
16693,acreditando,6,6,36,0
16694,acreditamos,35,34,1190,0
16695,acreditam,39,37,1443,0
16696,acreditai,1,1,1,0
16697,acreditado,2,2,4,0
16698,acredita,30,30,900,0
16699,acre,3,3,9,0
16700,acostumámos,1,1,1,0
16701,acostumar,2,2,4,0
16702,acostumado,1,1,1,0
16703,acorrentados,1,1,1,0
16704,acorrentado,2,2,4,0
16705,acorrentada,1,1,1,0
16706,acorremos,1,1,1,0
16707,acorrem,1,1,1,0
16708,acordou,1,1,1,0
16709,acordos,6,6,36,0
16710,acordo,185,180,33300,0
16711,acordei,1,1,1,0
16712,acordaram,1,1,1,0
16713,acordar,2,1,2,0
16714,acordados,2,2,4,0
16715,acordado,5,5,25,0
16716,acorda,1,1,1,0
16717,aconteçam,8,8,64,0
16718,aconteça,13,13,169,0
16719,acontecimentos,24,24,576,0
16720,acontecimento,5,5,25,0
16721,acontecido,29,28,812,0
16722,aconteciam,3,3,9,0
16723,acontecia,4,4,16,0
16724,aconteci,1,1,1,0
16725,aconteceu,102,101,10302,0
16726,acontecesse,1,1,1,0
16727,acontecerão,3,3,9,0
16728,acontecerá,14,14,196,0
16729,aconteceria,11,11,121,0
16730,acontecerem,1,1,1,0
16731,aconteceram,8,5,40,0
16732,acontecera,1,1,1,0
16733,acontecer,88,87,7656,0
16734,acontecendo,11,11,121,0
16735,acontecem,7,7,49,0
16736,acontece,75,75,5625,0
16737,aconselhável,1,1,1,0
16738,aconselhávamos,1,1,1,0
16739,aconselhou,3,3,9,0
16740,aconselhem,1,1,1,0
16741,aconselhava,2,2,4,0
16742,aconselhares,1,1,1,0
16743,aconselharem,1,1,1,0
16744,aconselhando,1,1,1,0
16745,aconselhamos,1,1,1,0
16746,aconselham,3,3,9,0
16747,aconselhados,1,1,1,0
16748,aconselhado,1,1,1,0
16749,aconselha,5,5,25,0
16750,acompanhou,5,5,25,0
16751,acompanhem,1,1,1,0
16752,acompanhavam,3,3,9,0
16753,acompanhava,5,5,25,0
16754,acompanhasse,2,2,4,0
16755,acompanharmos,1,1,1,0
16756,acompanhariam,1,1,1,0
16757,acompanharamn,1,1,1,0
16758,acompanharam,2,2,4,0
16759,acompanhar,8,8,64,0
16760,acompanhando,2,2,4,0
16761,acompanham,1,1,1,0
16762,acompanhados,5,5,25,0
16763,acompanhado,5,5,25,0
16764,acompanhada,1,1,1,0
16765,acomodação,1,1,1,0
16766,acomodado,2,2,4,0
16767,acolhimento,3,3,9,0
16768,acolhido,1,1,1,0
16769,acolhidas,1,1,1,0
16770,acolhida,1,1,1,0
16771,acolheu,3,3,9,0
16772,acolherem,1,1,1,0
16773,acolheram,1,1,1,0
16774,acolhera,1,1,1,0
16775,acolher,5,5,25,0
16776,acolhendo,1,1,1,0
16777,acolhemos,2,2,4,0
16778,acolhem,1,1,1,0
16779,acolhe,8,8,64,0
16780,acolham,1,1,1,0
16781,acocorado,1,1,1,0
16782,aclamemos,1,1,1,0
16783,aclamava,1,1,1,0
16784,aclamado,1,1,1,0
16785,aclama,1,1,1,0
16786,acima,30,29,870,0
16787,acidentes,1,1,1,0
16788,acidente,5,5,25,0
16789,acidentados,1,1,1,0
16790,achámos,2,2,4,0
16791,achou,9,9,81,0
16792,acho,10,10,100,0
16793,achemos,2,2,4,0
16794,achem,1,1,1,0
16795,achei,2,2,4,0
16796,achegou,1,1,1,0
16797,achegará,1,1,1,0
16798,achegarem,1,1,1,0
16799,achegar,16,15,240,0
16800,achegando,2,1,2,0
16801,achegamos,5,5,25,0
16802,achegados,8,8,64,0
16803,achegado,2,2,4,0
16804,achegada,9,9,81,0
16805,achega,8,8,64,0
16806,ache,9,9,81,0
16807,achavam,10,10,100,0
16808,achava,19,19,361,0
16809,achaste,1,1,1,0
16810,achassem,4,4,16,0
16811,achas,4,4,16,0
16812,acharão,1,1,1,0
16813,acharmos,1,1,1,0
16814,acharia,1,1,1,0
16815,achareis,1,1,1,0
16816,acharam,1,1,1,0
16817,achar,26,26,676,0
16818,achando,4,4,16,0
16819,achamos,17,17,289,0
16820,acham,52,49,2548,0
16821,achais,1,1,1,0
16822,acha,83,80,6640,0
16823,acessível,3,3,9,0
16824,acessos,5,5,25,0
16825,acesso,8,8,64,0
16826,acesse,1,1,1,0
16827,acessando,1,1,1,0
16828,aceso,2,2,4,0
16829,acesas,2,2,4,0
16830,acertar,3,3,9,0
16831,acertando,1,1,1,0
16832,acerca,12,12,144,0
16833,acenderem,1,1,1,0
16834,acenderam,1,1,1,0
16835,acender,1,1,1,0
16836,acendem,1,1,1,0
16837,acende,3,3,9,0
16838,aceleraram,1,1,1,0
16839,aceleram,1,1,1,0
16840,acelerado,1,1,1,0
16841,aceitável,9,8,72,0
16842,aceitáveis,1,1,1,0
16843,aceitássemos,1,1,1,0
16844,aceitou,29,29,841,0
16845,aceites,2,2,4,0
16846,aceitem,3,3,9,0
16847,aceitei,5,5,25,0
16848,aceite,9,9,81,0
16849,aceitação,5,5,25,0
16850,aceitavam,5,5,25,0
