id,Label,tf,df,tdf
3147,alterasaun,37,1,37
3148,aprezentasaun,18,1,18
3149,válidu,3,1,3
3150,distansiamentu,4,1,4
3151,tranzita,1,1,1
3152,vistu,4,1,4
3153,porta-vóz,14,1,14
3154,fase-liman,4,1,4
3155,renova,14,1,14
3156,haluha,4,1,4
3157,cdm,1,1,1
3158,masker,1,1,1
3159,ss-sijk,4,1,4
3160,koloka,7,1,7
3161,tlpdp,6,1,6
3162,sub,1,1,1
3163,sua,8,1,8
3164,police,1,1,1
3165,darren,1,1,1
3166,noken,1,1,1
3167,kibiselo,1,1,1
3168,development,3,1,3
3169,eselénsia,3,1,3
3170,mateus,1,1,1
3171,lia-na’in,2,1,2
3172,makasar,3,1,3
3173,noke,1,1,1
3174,pante,3,1,3
3175,oesilo,1,1,1
3176,ha'u-nia,2,1,2
3177,indika,1,1,1
3178,naimeko,6,1,6
3179,booy,1,1,1
3180,benefisiu,1,1,1
3181,dekreta,13,1,13
3182,pn,22,1,22
3183,áfavór,2,1,2
3184,d,3,1,3
3185,roads,1,1,1
3186,for,8,1,8
3187,expansaun,1,1,1
3188,phase,1,1,1
3189,periódika,1,1,1
3190,suport,1,1,1
3191,asinatura,6,1,6
3192,vensedór,5,1,5
3193,bridging,2,1,2
3194,concei,4,1,4
3195,através,1,1,1
3196,aranjamentu,1,1,1
3197,abel,1,1,1
3198,aseitasaun,4,1,4
3199,kontratór,1,1,1
3200,r,4,1,4
3201,subsísiu,1,1,1
3202,d-sp,2,1,2
3203,phase’,1,1,1
3204,jacob,4,1,4
3205,komprimetidu,1,1,1
3206,andrew,2,1,2
3207,europeia,7,1,7
3208,uniaun,5,1,5
3209,uiaun,1,1,1
3210,auto-empregu,5,1,5
3211,ue,9,1,9
3212,hariku,1,1,1
3213,respeita,15,1,15
3214,ta’es,1,1,1
3215,respeita-an,2,1,2
3216,falsa,2,1,2
3217,peregrinasaun,1,1,1
3218,ramelau,2,1,2
3219,pograma,1,1,1
3220,dnci,1,1,1
3221,produtór,4,1,4
3222,na’in-feto,6,1,6
3223,cosme,2,1,2
3224,hatubuiliku,2,1,2
3225,bazar-baratu,1,1,1
3226,fretilin,7,1,7
3227,ma’huno,7,1,7
3228,diretiva,3,1,3
3229,jardim,2,1,2
3230,karatayano’,2,1,2
3231,klandestinu,1,1,1
3232,fúnebre,4,1,4
3233,karatayano,2,1,2
3234,pátria’,1,1,1
3235,semitériu,8,1,8
3236,komité,4,1,4
3237,komanante,1,1,1
3238,iis,10,1,10
3239,onra,6,1,6
3240,bulerek,5,1,5
3241,asdt,1,1,1
3242,ccln,1,1,1
3243,muru,6,1,6
3244,sergio,2,1,2
3245,lae,12,1,12
3246,portaun,1,1,1
3247,manán,9,1,9
3248,sustentável,6,1,6
3249,unpaz,2,1,2
3250,quint,1,1,1
3251,ojek’,1,1,1
3252,semeste,1,1,1
3253,administradora,2,1,2
3254,imajen,7,1,7
3255,pois,2,1,2
3256,tui-tuir,1,1,1
3257,herminia,5,1,5
3258,opiniaun,2,1,2
3259,orgániku,4,1,4
3260,oebaba,1,1,1
3261,poc,5,1,5
3262,orgánika,1,1,1
3263,aktividade,1,1,1
3264,nasa,7,1,7
3265,sp,1,1,1
3266,estensionista,3,1,3
3267,david,2,1,2
3268,raimea,1,1,1
3269,agrikola,2,1,2
3270,departementu,1,1,1
3271,adubus,6,1,6
3272,selesaun,13,1,13
3273,insentiva,2,1,2
3274,nasional,3,1,3
3275,lesidere,4,1,4
3276,lisidere,1,1,1
3277,kamoemorasaun,1,1,1
3278,talentu,4,1,4
3279,pintura,3,1,3
3280,lalatak,2,1,2
3281,pintura’,1,1,1
3282,mafima,1,1,1
3283,lugár,4,1,4
3284,empreendedorizmu,3,1,3
3285,mundial,1,1,1
3286,gembel,1,1,1
3287,sabaun,3,1,3
3288,ms,48,1,48
3289,dezinfetante,1,1,1
3290,sedu,10,1,10
3291,kakorok,1,1,1
3292,inus,3,1,3
3293,hamriik,13,1,13
3294,bensa-liman,1,1,1
3295,re’i-malu,1,1,1
3296,inus-been,1,1,1
3297,haku’ak,2,1,2
3298,kose,1,1,1
3299,me’ar,3,1,3
3300,kumprimenta,1,1,1
3301,hatuur,3,1,3
3302,fronteiriza,1,1,1
3303,document,1,1,1
3304,ezaminasaun,2,1,2
3305,makina,1,1,1
3306,td,3,1,3
3307,intelijénsia,1,1,1
3308,bearer,1,1,1
3309,previléjiu,1,1,1
3310,novo,3,1,3
3311,bein-vindu,1,1,1
3312,grava,1,1,1
3313,trilaterál,1,1,1
3314,migratóriu,1,1,1
3315,fraude,2,1,2
3316,travel,1,1,1
3317,interpol,1,1,1
3318,trends,1,1,1
3319,turismo,3,1,3
3320,verifier,3,1,3
3321,shareef,1,1,1
3322,agradesementu,2,1,2
3323,ihma,2,1,2
3324,b,9,1,9
3325,dada-iis,1,1,1
3326,kelikai,3,1,3
3327,task-force,1,1,1
3328,kuidadu-an,2,1,2
3329,idozu,8,1,8
3330,empede,1,1,1
3331,audit,1,1,1
3332,positivu,1,1,1
3333,mikro,1,1,1
3334,terseira,2,1,2
3335,reguladora,1,1,1
3336,kram,1,1,1
3337,carlitos,1,1,1
3338,ferik-katuas,2,1,2
3339,corte-real,2,1,2
3340,correia,2,1,2
3341,mobiliza,1,1,1
3342,nasion’al,6,1,6
3343,adriano,2,1,2
3344,nab-naban,1,1,1
3345,direitamente,6,1,6
3346,holaru,1,1,1
3347,okto,2,1,2
3348,dorinus,2,1,2
3349,kredensiál,1,1,1
3350,indonesia,4,1,4
3351,widodo,2,1,2
3352,sitorus,1,1,1
3353,joko,2,1,2
3354,alixo,1,1,1
3355,sahat,1,1,1
3356,manik,1,1,1
3357,jakarta,3,1,3
3358,ksds,6,1,6
3359,konsultativu,1,1,1
3360,propagasaun,10,1,10
3361,tolunulu,11,1,11
3362,virus,20,1,20
3363,ars-cov-,1,1,1
3364,limita,7,1,7
3365,asesór,1,1,1
3366,gregório,1,1,1
3367,sousa,6,1,6
3368,importasaun,6,1,6
3369,termina,5,1,5
3370,civíl,2,1,2
3371,medidas,1,1,1
3372,hakmaan,3,1,3
3373,fevereiru,7,1,7
3374,persentajen,5,1,5
3375,coe,6,1,6
3376,na’ok,2,1,2
3377,kriminál,6,1,6
3378,batallau,1,1,1
3379,bop,6,1,6
3380,saburai,3,1,3
3381,memo,5,1,5
3382,tali,3,1,3
3383,uep,9,1,9
3384,tapo,2,1,2
3385,suspeitu,6,1,6
3386,orlando,10,1,10
3387,soilo,1,1,1
3388,atambua,5,1,5
3389,ne’,1,1,1
3390,baliza,1,1,1
3391,kbiit-laek’,2,1,2
3392,didin-lolon,1,1,1
3393,prinsípiu,5,1,5
3394,kbiít-laek,1,1,1
3395,inagura,2,1,2
3396,orientadu,1,1,1
3397,absoluta,1,1,1
3398,komplementa,1,1,1
3399,ofisial,1,1,1
3400,aspirasaun,2,1,2
3401,uniforma,2,1,2
3402,horta,12,1,12
3403,n’e,1,1,1
3404,humana,1,1,1
3405,dadeer-dadeer,1,1,1
3406,amu,8,1,8
3407,kardeal,2,1,2
3408,brasil,1,1,1
3409,rica,1,1,1
3410,roma,2,1,2
3411,amo,3,1,3
3412,santu,13,1,13
3413,argentina,1,1,1
3414,kolombia,1,1,1
3415,español,1,1,1
3416,hamanasa,2,1,2
3417,fraternidade,2,1,2
3418,júri,2,1,2
3419,intrega,1,1,1
3420,kabeen,1,1,1
3421,sohin,1,1,1
3422,mssi,13,1,13
3423,karau-ulun,1,1,1
3424,víse,1,1,1
3425,verdiál,2,1,2
3426,solidariedade,14,1,14
3427,signi,4,1,4
3428,kara-ulun,1,1,1
3429,mota-sohin,1,1,1
3430,sensibiliza,1,1,1
3431,notifikasaun,3,1,3
3432,xineza,3,1,3
3433,dne,1,1,1
3434,edifikasaun,1,1,1
3435,dnu,5,1,5
3436,urbanizmu,6,1,6
3437,konstruidór,1,1,1
3438,dghu,2,1,2
3439,domíniu,1,1,1
3440,sein,15,1,15
3441,avizu,3,1,3
3442,aumentu,4,1,4
3443,profisaun,1,1,1
3444,atualizasaun,3,1,3
3445,profisionalizasaun,1,1,1
3446,salariál,5,1,5
3447,remunerasaun,6,1,6
3448,rejime,18,1,18
3449,pursentu,22,1,22
3450,bensaun,1,1,1
3451,rate,6,1,6
3452,bei-ala,2,1,2
3453,turístika,2,1,2
3454,estabele,3,1,3
3455,ninen,2,1,2
3456,nunu-henu,1,1,1
3457,atus-rua,1,1,1
3458,akompañamentu,1,1,1
3459,noe,2,1,2
3460,siklone,3,1,3
3461,moru,7,1,7
3462,seroja,3,1,3
3463,sagrada,1,1,1
3464,nanis,1,1,1
3465,cnrt,6,1,6
3466,klaran,5,1,5
3467,bandeira,7,1,7
3468,nu’dar,1,1,1
3469,meia,3,1,3
3470,pezár,1,1,1
3471,atualmente,1,1,1
3472,haste,2,1,2
3473,karathayano,1,1,1
3474,kapturasaun,8,1,8
3475,fulan-setembru,2,1,2
3476,administratrivu,1,1,1
3477,óleu,2,1,2
3478,tratór,7,1,7
3479,gazoel,1,1,1
3480,aurélio,2,1,2
3481,limitadu,4,1,4
3482,daisua,2,1,2
3483,to’os-na,13,1,13
3484,roda,2,1,2
3485,servísu,2,1,2
3486,grátuita,1,1,1
3487,tututluro,1,1,1
3488,kombustível,4,1,4
3489,maiória,1,1,1
3490,marques,2,1,2
3491,utilíza,1,1,1
3492,tonelada,2,1,2
3493,biodiversidsde,1,1,1
3494,fuik,1,1,1
3495,municipiu,1,1,1
3496,atsabe,3,1,3
3497,baboe-leste,1,1,1
3498,representante,1,1,1
3499,sea,3,1,3
3500,demetrio,2,1,2
3501,balada,1,1,1
3502,tara-bandu,4,1,4
3503,emite,2,1,2
3504,reklamante,2,1,2
3505,make,1,1,1
3506,benefisíariu,1,1,1
3507,rihun-atus-lima,1,1,1
3508,rihun-atus-haat,1,1,1
3509,formuláriu,3,1,3
3510,cpv,1,1,1
3511,projesaun,1,1,1
3512,trimestre,1,1,1
3513,moratoria,1,1,1
3514,propinas,20,1,20
3515,kréditu,2,1,2
3516,sósiu-ekon,1,1,1
3517,inisiu,1,1,1
3518,ómiku,1,1,1
3519,dahaat,3,1,3
3520,trimeste,1,1,1
3521,liña-frente,1,1,1
3522,deve,4,1,4
3523,arendamentu,3,1,3
3524,impaktui,1,1,1
3525,mj,12,1,12
3526,arrendamentu,1,1,1
3527,aluga,5,1,5
3528,boot-boot,2,1,2
3529,cárceres,9,1,9
3530,chief,1,1,1
3531,biontech,1,1,1
3532,officer,1,1,1
3533,administration,1,1,1
3534,food,6,1,6
3535,kolaterál,8,1,8
3536,emerjensiál,1,1,1
3537,ceo,1,1,1
3538,bourla,1,1,1
3539,uzu,3,1,3
3540,pfizer,22,1,22
3541,fda,1,1,1
3542,executive,1,1,1
3543,forte,27,1,27
3544,drug,1,1,1
3545,todan,4,1,4
3546,mikrograma,1,1,1
3547,albert,1,1,1
3548,kolokasaun,1,1,1
3549,tenente,11,1,11
3550,diverjénsia,1,1,1
3551,polisia,5,1,5
3552,osamentu,1,1,1
3553,hó,1,1,1
3554,etapa,4,1,4
3555,karól,1,1,1
3556,fernandez,1,1,1
3557,merenda,1,1,1
3558,urgullu,1,1,1
3559,erbízida,1,1,1
3560,introdúz,2,1,2
3561,fao,1,1,1
3562,motíva,1,1,1
3563,fore-mungu,6,1,6
3564,kolen’,1,1,1
3565,kolen,1,1,1
3566,agríkula,1,1,1
3567,kolleta,9,1,9
3568,frederito,2,1,2
3569,rega,3,1,3
3570,kría,1,1,1
3571,eskolár,2,1,2
3572,egildio,3,1,3
3573,office-tl,1,1,1
3574,debate,3,1,3
3575,manufatureira,1,1,1
3576,motivu,3,1,3
3577,aid,2,1,2
3578,unesco,1,1,1
3579,national,2,1,2
3580,guimaraes,1,1,1
3581,commission,1,1,1
3582,unesco-tl,1,1,1
3583,antenna,1,1,1
3584,akadémika,11,1,11
3585,dala-xxiv,4,1,4
3586,fundamentál,8,1,8
3587,frekuenta,1,1,1
3588,mehi,9,1,9
3589,elementu,3,1,3
3590,felisitasaun,3,1,3
3591,perkursu,2,1,2
3592,konsiente,1,1,1
3593,kareira,3,1,3
3594,indireita,1,1,1
3595,xxiv,4,1,4
3596,enkaregadu,4,1,4
3597,fakuldade,15,1,15
3598,moises,6,1,6
3599,magno,3,1,3
3600,tatoli,1,1,1
3601,oferta,1,1,1
3602,servi,2,1,2
3603,sívita,2,1,2
3604,fest,2,1,2
3605,vise-reitór,4,1,4
3606,sura,8,1,8
3607,samuel,9,1,9
3608,ncio,3,1,3
3609,ven,3,1,3
3610,estimadamente,1,1,1
3611,garantia,15,1,15
3612,infordepe,2,1,2
3613,trata,6,1,6
3614,kumprimentus,2,1,2
3615,ra,1,1,1
3616,lospalos,4,1,4
3617,koñesementu,1,1,1
3618,vanconcelos,1,1,1
3619,nutritivu,3,1,3
3620,advokasia,2,1,2
3621,tutuala,1,1,1
3622,ahisaun,2,1,2
3623,ratifika,5,1,5
3624,guilhermina,5,1,5
3625,kontekstu,1,1,1
3626,urbana,1,1,1
3627,talo,2,1,2
3628,demografia,1,1,1
3629,katástrofe,1,1,1
3630,torrez,3,1,3
3631,mau,5,1,5
3632,sólidu,1,1,1
3633,dimensaun,2,1,2
3634,ratifikasaun,1,1,1
3635,sesante,5,1,5
3636,dezeja,5,1,5
3637,periodu,1,1,1
3638,rezidu,1,1,1
3639,pam,4,1,4
3640,gaspar,2,1,2
3641,kontribusaun,1,1,1
3642,diversidade,1,1,1
3643,kompleksidade,1,1,1
3644,estatal,2,1,2
3645,inkluzividade,1,1,1
3646,mahon,3,1,3
3647,work,3,1,3
3648,lilis,1,1,1
3649,nonkikan,2,1,2
3650,saku,3,1,3
3651,niki-naheten,1,1,1
3652,abani,1,1,1
3653,oe-silu,1,1,1
3654,srag,2,1,2
3655,batat,1,1,1
3656,oe-naheten,1,1,1
3657,eta,1,1,1
3658,oebena,1,1,1
3659,elu,2,1,2
3660,sub-rejiaun,1,1,1
3661,bobometo,3,1,3
3662,sraa,1,1,1
3663,motiva,7,1,7
3664,akizasaun,1,1,1
3665,inter-ministeriál,3,1,3
3666,salvadór,2,1,2
3667,abitante,1,1,1
3668,interministeriál,3,1,3
3669,atualiza,5,1,5
3670,indemnizasaun,2,1,2
3671,ministeriál,7,1,7
3672,bubur-laran,2,1,2
3673,luak,3,1,3
3674,atendementu,1,1,1
3675,kontruksaun,1,1,1
3676,harií,2,1,2
3677,lda-zamroni,2,1,2
3678,seakln,1,1,1
3679,konsultante,1,1,1
3680,aria,2,1,2
3681,bobolait,2,1,2
3682,soru’,1,1,1
3683,mali’,1,1,1
3684,aswa’in’,1,1,1
3685,gil,1,1,1
3686,macln,2,1,2
3687,esternu,1,1,1
3688,regulár,2,1,2
3689,pcr,2,1,2
3690,paul,1,1,1
3691,dúvida,8,1,8
3692,klarifika,3,1,3
3693,manubise,1,1,1
3694,loka,1,1,1
3695,ajenda,6,1,6
3696,aprovisionamentu,1,1,1
3697,profisionalidade,1,1,1
3698,notariadu,2,1,2
3699,exatidaun,1,1,1
3700,agíkultor,1,1,1
3701,hand,3,1,3
3702,adubu,2,1,2
3703,laleia,3,1,3
3704,tractor,1,1,1
3705,player,1,1,1
3706,blutu,1,1,1
3707,badaen,2,1,2
3708,caplak,1,1,1
3709,metodolojia,1,1,1
3710,hatu-ralan,1,1,1
3711,vasco,2,1,2
3712,naza,1,1,1
3713,skill,1,1,1
3714,henrique,4,1,4
3715,mark,1,1,1
3716,badut-mean,1,1,1
3717,fronteriza,1,1,1
3718,kova,3,1,3
3719,silvertand,1,1,1
3720,derok-reen,1,1,1
3721,bidau,3,1,3
3722,chegue-rau,2,1,2
3723,retaining,1,1,1
3724,tibar,6,1,6
3725,box,1,1,1
3726,toko,1,1,1
3727,freita,1,1,1
3728,river,1,1,1
3729,concrete,1,1,1
3730,magu,2,1,2
3731,wall,1,1,1
3732,hogapa,1,1,1
3733,culvert,1,1,1
3734,lg,1,1,1
3735,protection,1,1,1
3736,holgapa,1,1,1
3737,santana,2,1,2
3738,sali,2,1,2
3739,efeita,1,1,1
3740,ama-apa,1,1,1
3741,da’an,2,1,2
3742,ai-mutin,2,1,2
3743,dada-lia,1,1,1
3744,leba,3,1,3
3745,manu-tolun,4,1,4
3746,demais,2,1,2
3747,jefri,4,1,4
3748,diversifika,2,1,2
3749,railaku,8,1,8
3750,komersializasaun,5,1,5
3751,eleva,1,1,1
3752,mutin,4,1,4
3753,ahu,1,1,1
3754,inovativu,4,1,4
3755,ezijénsia,3,1,3
3756,supermerkadu,2,1,2
3757,ai-kulat,7,1,7
3758,komparativu,2,1,2
3759,eamo,5,1,5
3760,ai-uut,1,1,1
3761,afonso,9,1,9
3762,fatukeru,1,1,1
3763,uut,1,1,1
3764,trimestralmente,1,1,1
3765,fore-keli,1,1,1
3766,kompensa,1,1,1
3767,batar,2,1,2
3768,ezerse,1,1,1
3769,atribuisaun,2,1,2
3770,rasionalizasaun,1,1,1
3771,mensál,4,1,4
3772,automóvel,2,1,2
3773,refeisaun,1,1,1
3774,despeza,6,1,6
3775,subsídiu,41,1,41
3776,veíkulu,4,1,4
3777,kriasaun,4,1,4
3778,hamenus,7,1,7
3779,konfesaun,1,1,1
3780,akizisaun,1,1,1
3781,koto,1,1,1
3782,promulga,12,1,12
3783,kg,3,1,3
3784,the,8,1,8
3785,duké,8,1,8
3786,ring,2,1,2
3787,kritika,2,1,2
3788,lutadór,2,1,2
3789,vegas,1,1,1
3790,boxing,1,1,1
3791,nomeasaun,2,1,2
3792,sintu,9,1,9
3793,rodrigo,3,1,3
3794,las,1,1,1
3795,yordenis,1,1,1
3796,asembleia,1,1,1
3797,filipina,12,1,12
3798,boxista,1,1,1
3799,filipinu,1,1,1
3800,pacquiao,6,1,6
3801,ugas,1,1,1
3802,guardian,6,1,6
3803,indikasaun,1,1,1
3804,faksaun,1,1,1
3805,wba,1,1,1
3806,pdp-laban,2,1,2
3807,duterte,5,1,5
3808,aseita,4,1,4
3809,manny,1,1,1
3810,naimori,3,1,3
3811,hametin,7,1,7
3812,kmanek,2,1,2
3813,audénsia,1,1,1
3814,plp,2,1,2
3815,konselleiru,3,1,3
3816,bankada,3,1,3
3817,bucar’,1,1,1
3818,revolucionário,3,1,3
3819,canosiana,1,1,1
3820,konstrajimentu,1,1,1
3821,haas-laran,2,1,2
3822,empeñu,1,1,1
3823,grau,2,1,2
3824,enfermájen,2,1,2
3825,korajen,3,1,3
3826,parteira,2,1,2
3827,konkretiza,2,1,2
3828,transzisaun,1,1,1
3829,dezempeñu,2,1,2
3830,ics,4,1,4
3831,suspensaun,9,1,9
3832,despaxu,4,1,4
3833,tersa-feira,1,1,1
3834,reitoria,2,1,2
3835,habai,3,1,3
3836,isin-fulun,1,1,1
3837,ikan-maran,1,1,1
3838,ró-ahi,6,1,6
3839,hamahan-an,3,1,3
3840,tahan,4,1,4
3841,ac,3,1,3
3842,realidade,8,1,8
3843,obrigatoriamente,6,1,6
3844,na,2,1,2
3845,habai-an,2,1,2
3846,tani,1,1,1
3847,habosok,1,1,1
3848,madrid,4,1,4
3849,loro-manas,3,1,3
3850,refujiadu,6,1,6
3851,reunian,1,1,1
3852,kliner,1,1,1
3853,disiplinár,1,1,1
3854,la’en,11,1,11
3855,marcelino,2,1,2
3856,autralian,1,1,1
3857,inan-faluk,1,1,1
3858,feen,3,1,3
3859,verónica,4,1,4
3860,catl,1,1,1
3861,vulnerável,9,1,9
3862,hadak,1,1,1
3863,didin,2,1,2
3864,tilman,2,1,2
3865,caritas,1,1,1
3866,espesífikamente,1,1,1
3867,kuadradu,5,1,5
3868,lokalizadu,3,1,3
3869,refetóriu,2,1,2
3870,inácio,3,1,3
3871,tersiária,2,1,2
3872,lanud,1,1,1
3873,swab,17,1,17
3874,primária,2,1,2
3875,test,9,1,9
3876,bairu-pité,12,1,12
3877,avansadu,5,1,5
3878,nyaman,1,1,1
3879,calisto,2,1,2
3880,lalika,8,1,8
3881,immediata,1,1,1
3882,brigadeiru,4,1,4
3883,coliati’,1,1,1
3884,inkorpora,3,1,3
3885,lista,17,1,17
3886,triste,11,1,11
3887,coliati,2,1,2
3888,pandémia,1,1,1
3889,justa,2,1,2
3890,mar,5,1,5
3891,trinitos,1,1,1
3892,al,5,1,5
3893,haturae,1,1,1
3894,atende,8,1,8
3895,lai,8,1,8
3896,vagas,2,1,2
3897,alunus,1,1,1
3898,vaga,4,1,4
3899,konkorda,8,1,8
3900,zidane,6,1,6
3901,penakut,1,1,1
3902,interasaun,1,1,1
3903,kadeira-roda,1,1,1
3904,adekuadu,2,1,2
3905,wilfrida,2,1,2
3906,hakdasak,1,1,1
3907,trauma,2,1,2
3908,jiwa,1,1,1
3909,nahak,1,1,1
3910,mendonca,1,1,1
3911,hela-fatin,7,1,7
3912,epidemiolójika,11,1,11
3913,neutraliza,3,1,3
3914,señór,1,1,1
3915,tore,1,1,1
3916,supervizaun,1,1,1
3917,kontratasaun,1,1,1
3918,prevé,9,1,9
3919,delibera,2,1,2
3920,finansiametu,1,1,1
3921,prosedimentu,2,1,2
3922,konsesaun,1,1,1
3923,adjudikasaun,1,1,1
3924,migir,1,1,1
3925,upm,13,1,13
3926,bilaterál,1,1,1
3927,marítima,10,1,10
3928,dair,1,1,1
3929,aidaba,1,1,1
3930,ingles,1,1,1
3931,australia,2,1,2
3932,oberva,1,1,1
3933,parteria,1,1,1
3934,reativa,14,1,14
3935,retoma,2,1,2
3936,dosente,21,1,21
3937,letiva,2,1,2
3938,prezensiál,33,1,33
3939,pásabe,6,1,6
3940,haemnanu,2,1,2
3941,bee-dalan,2,1,2
3942,work’,1,1,1
3943,suspende,14,1,14
3944,derepente,9,1,9
3945,norte,10,1,10
3946,hakfodak,2,1,2
3947,mandailing,1,1,1
3948,buka-tuir,3,1,3
3949,bolango,2,1,2
3950,baruk,2,1,2
3951,panyabungan,2,1,2
3952,lokal,2,1,2
3953,natal,1,1,1
3954,sman,2,1,2
3955,id,4,1,4
3956,gorontalo,2,1,2
3957,nurak,3,1,3
3958,pou,1,1,1
3959,telisik,1,1,1
3960,sumatera,1,1,1
3961,bone,2,1,2
3962,madina,1,1,1
3963,kendari,1,1,1
3964,minoridade,6,1,6
3965,provínsia,10,1,10
3966,inewssumtu,1,1,1
3967,haming,1,1,1
3968,hakmatek,7,1,7
3969,leman,5,1,5
3970,riak,7,1,7
3971,leman’,2,1,2
3972,enseramentu,4,1,4
3973,intensivu,2,1,2
3974,cplp,9,1,9
3975,despedida,4,1,4
3976,komersiál,8,1,8
3977,reprezentasaun,2,1,2
3978,services,1,1,1
3979,demokratika,1,1,1
3980,juñu,90,1,90
3981,estreitamente,1,1,1
3982,liberdade,15,1,15
3983,túr-ahi,4,1,4
3984,baqi,1,1,1
3985,governa,1,1,1
3986,taliban,5,1,5
3987,haketak,2,1,2
3988,haqqani,2,1,2
3989,afeganistaun,7,1,7
3990,asalta,1,1,1
3991,sexu,18,1,18
3992,kuríkulu,1,1,1
3993,musulmanu,1,1,1
3994,abdul,1,1,1
3995,hatais,3,1,3
3996,laek,2,1,2
3997,daley,5,1,5
3998,enkoraje,1,1,1
3999,usaid,7,1,7
4000,adisionál,10,1,10
4001,tom,5,1,5
4002,embaixada,22,1,22
4003,amigu,6,1,6
4004,grande,1,1,1
4005,manifesta,3,1,3
4006,auto-determinasaun,1,1,1
4007,figura,2,1,2
4008,demokrátika,5,1,5
4009,portugeza,2,1,2
4010,umanizmu,1,1,1
4011,kondekorasaun,1,1,1
4012,nian’,1,1,1
4013,obrigatória,1,1,1
4014,rekoñesimentu,4,1,4
4015,kolár,1,1,1
4016,títulu,3,1,3
4017,onoráriu,1,1,1
4018,espresaun,1,1,1
4019,lisboa,1,1,1
4020,sampaio,15,1,15
4021,fó-moris,1,1,1
4022,belun,2,1,2
4023,convidado-da-honra,1,1,1
4024,sintomátiku,8,1,8
4025,bruno,1,1,1
4026,trafford,1,1,1
4027,cristiano,4,1,4
4028,golu,11,1,11
4029,nasionalidade,3,1,3
4030,old,1,1,1
4031,europa,12,1,12
4032,jesse,1,1,1
4033,newscastle,1,1,1
4034,newcastle,1,1,1
4035,javier,1,1,1
4036,klubu,14,1,14
4037,lingard,1,1,1
4038,manquillo,1,1,1
4039,score,11,1,11
4040,premier,3,1,3
4041,jogadór,24,1,24
4042,ronaldo,5,1,5
4043,chelsea,1,1,1
4044,futeból,15,1,15
4045,manchester,13,1,13
4046,united,10,1,10
4047,league,3,1,3
4048,com,4,1,4
4049,xína,7,1,7
4050,péritu,3,1,3
4051,digital,1,1,1
4052,dispozitivu,4,1,4
4053,motorola,4,1,4
4054,sinál,3,1,3
4055,sertifika,3,1,3
4056,space,6,1,6
4057,xiaomi,1,1,1
4058,chat,1,1,1
4059,weibo,1,1,1
4060,similár,1,1,1
4061,bateria,3,1,3
4062,afirmasaun,3,1,3
4063,techradar,1,1,1
4064,watt,1,1,1
4065,station,1,1,1
4066,deskrisaun,1,1,1
4067,espasiál,1,1,1
4068,ár,3,1,3
4069,karega,5,1,5
4070,charging,6,1,6
4071,karegamentu,6,1,6
4072,telemóvel,8,1,8
4073,kumulativu,4,1,4
4074,publikasaun,2,1,2
4075,corte-reál,2,1,2
4076,brigadista,2,1,2
4077,angelo,2,1,2
4078,konkorente,1,1,1
4079,fó-sai,7,1,7
4080,podcast,1,1,1
4081,button,1,1,1
4082,konektadu,1,1,1
4083,capture,1,1,1
4084,konseitu,4,1,4
4085,utilizadór,3,1,3
4086,stories,1,1,1
4087,artificial,1,1,1
4088,kamera,1,1,1
4089,perkash,1,1,1
4090,intelligence,1,1,1
4091,speaker,1,1,1
4092,inglatera,6,1,6
4093,ray-ban,1,1,1
4094,mikrofone,1,1,1
4095,ókulu,5,1,5
4096,intelijente,4,1,4
4097,mp,8,1,8
4098,monisha,1,1,1
4099,kombinasaun,1,1,1
4100,ponto-de-vista,1,1,1
4101,asistente,4,1,4
4102,irlándia,1,1,1
4103,view,2,1,2
4104,kámera,2,1,2
4105,kultivasaun,1,1,1
4106,époka,4,1,4
4107,deha,4,1,4
4108,sobabere,1,1,1
4109,aprosimasaun,1,1,1
4110,kultivu,1,1,1
4111,nonook,2,1,2
4112,traidór,1,1,1
4113,oh,3,1,3
4114,lisan,1,1,1
4115,milísia,3,1,3
4116,zona,1,1,1
4117,inventa,1,1,1
4118,reklama,4,1,4
4119,rezisténsia,7,1,7
4120,eiz-prezidente,2,1,2
4121,pasta,2,1,2
4122,kontibui,1,1,1
4123,fernando,2,1,2
4124,sampai,1,1,1
4125,espresa,2,1,2
4126,batugadé,3,1,3
4127,duradoura,1,1,1
4128,abordajen,1,1,1
4129,adopa,1,1,1
4130,prontidaun,2,1,2
4131,metin,5,1,5
4132,abranjente,1,1,1
4133,rabat,3,1,3
4134,malu’,1,1,1
4135,pelu-menus,2,1,2
4136,relijiozu,3,1,3
4137,indikadór,1,1,1
4138,laulara,1,1,1
4139,feliz,2,1,2
4140,mínima,1,1,1
4141,alarma,1,1,1
4142,likidoe,1,1,1
4143,imediata,2,1,2
4144,auto,2,1,2
4145,remexiu,1,1,1
4146,influénsia,4,1,4
4147,deliberasaun,1,1,1
4148,fo,3,1,3
4149,komersiu,1,1,1
4150,konseituál,1,1,1
4151,rekreativu,1,1,1
4152,fronese,1,1,1
4153,polu,1,1,1
4154,rezidensiál,1,1,1
4155,re-dezenvolvimentu,3,1,3
4156,analiza,8,1,8
4157,baía,3,1,3
4158,públiku-privada,1,1,1
4159,esportasaun,1,1,1
4160,liutan,1,1,1
4161,dinamizadór,1,1,1
4162,rezidente,3,1,3
4163,nini,1,1,1
4164,estratéjika,1,1,1
4165,redasaun,1,1,1
4166,re-submete,1,1,1
4167,doméstiku,1,1,1
